id,tvätt,valsedelsuppgift
205424,pensionär,"68 år, pensionär"
205430,pensionär,"78år, pensionär"
193673,pensionär,"66, Pensionär, Karlberg"
193676,pensionär,"67, Pensionär, Bregården"
193683,pensionär,"71, Pensionär, Karlberg"
206548,pensionär,"69 år, pensionär, Rävåsen"
49068,pensionär,"Pensionär, Karlskoga"
49065,pensionär,"Pensionär, Karlskoga"
69303,pensionär,"75 år, Pensionär, Nora"
69306,pensionär,"68 år, Pensionär, Striberg"
69309,pensionär,"74 år, Pensionär, Klacka Lerberg"
69310,pensionär,"73 år, Pensionär, Nora"
71994,pensionär,"63 år, Pensionär, Nora"
71996,pensionär,"73 år, Pensionär, Nora"
65860,pensionär,"Pensionär, Nora, 65"
71373,pensionär,"75,Pensionär,Frövi"
71375,pensionär,"68,Pensionär,Storå"
71376,pensionär,"68,Pensionär,Lindesberg"
71382,pensionär,"67,Pensionär,Stråssa"
71384,pensionär,"67,Pensionär,Frövi"
71387,pensionär,"72,Pensionär,Ramsberg"
71392,pensionär,"76,Pensionär,Frövi"
71396,pensionär,"78,Pensionär,Vedevåg"
71400,pensionär,"73,Pensionär,Fellingsbro"
71401,pensionär,"74,Pensionär,Lindesberg"
205039,pensionär,"78 år, pensionär, Guldsmedshyttan"
216683,pensionär,"Pensionär, Fellingsbro"
124384,pensionär,"pensionär, Lindesberg"
65848,pensionär,"Pensionär, Lindesberg, 70"
65856,pensionär,"Pensionär, Fellingsbro, 78"
147521,pensionär,"Pensionär, Guldsmedshyttan"
147522,pensionär,"Pensionär, Lindesberg"
30758,pensionär,"67 år, Pensionär"
30760,pensionär,"75 år, Pensionär"
30761,pensionär,"69 år, Pensionär"
30765,pensionär,"73 år, Pensionär"
30769,pensionär,"67 år, Pensionär"
30819,pensionär,"69 år, Pensionär"
30824,pensionär,"69 år, Pensionär"
30826,pensionär,"73 år, Pensionär"
30828,pensionär,"68 år, Pensionär"
75511,pensionär,pensionär
75514,pensionär,pensionär
193634,pensionär,Pensionär
193635,pensionär,Pensionär
75605,pensionär,"68, pensionär"
6362,pensionär,"68 år, Pensionär"
29058,pensionär,"67 år, Pensionär"
6377,pensionär,"68 år, Pensionär"
29066,pensionär,"74 år, Pensionär"
29067,pensionär,"68 år, Pensionär"
29075,pensionär,"79 år, Pensionär"
29076,pensionär,"70 år, Pensionär"
188175,pensionär,Pensionär
292481,pensionär,"69, pensionär"
71,pensionär,Pensionär
275,pensionär,Pensionär
134916,pensionär,"pensionär, Kungsör, 77 år"
134918,pensionär,"pensionär, Kungsör, 48 år"
188336,pensionär,Pensionär
186915,pensionär,Pensionär
188341,pensionär,Pensionär
185447,pensionär,Pensionär
188347,pensionär,Pensionär
188349,pensionär,Pensionär
290609,pensionär,"73, pensionär, Kolbäck"
23647,pensionär,"Pensionär, Kolbäck"
512250,pensionär,"pensionär, Hallstahammar"
512251,pensionär,"pensionär, Hallstahammar"
16584,pensionär,"pensionär, Hallstahammar"
56919,pensionär,"pensionär, Hallstahammar"
81196,pensionär,"pensionär, Kolbäck"
81197,pensionär,"pensionär, Strömsholm"
81201,pensionär,"pensionär, Strömsholm"
81206,pensionär,"pensionär, Hallstahammar"
29664,pensionär,"78 år, Pensionär"
29669,pensionär,"71 år, Pensionär"
29681,pensionär,"76 år, Pensionär"
29682,pensionär,"76 år, Pensionär"
29684,pensionär,"77 år, Pensionär"
395025,pensionär,"74 år, Pensionär"
395026,pensionär,"70 år, Pensionär"
16955,pensionär,"65, pensionär"
16957,pensionär,"65, pensionär"
93531,pensionär,"65 år, Pensionär"
100166,pensionär,"70 år, Pensionär"
213830,pensionär,"78 år, Pensionär, Dingtuna"
213843,pensionär,"66 år, Pensionär, Västerås"
233,pensionär,Pensionär
235,pensionär,Pensionär
241,pensionär,Pensionär
172,pensionär,Pensionär
76166,pensionär,"pensionär, 63 år"
76175,pensionär,"pensionär, 72 år"
76190,pensionär,"pensionär, 59 år"
76196,pensionär,"pensionär, 69 år"
76197,pensionär,"pensionär, 70 år"
76199,pensionär,"pensionär, 73 år"
186033,pensionär,Pensionär
194827,pensionär,Pensionär
294271,pensionär,"73, pensionär, Sala"
294273,pensionär,"72, pensionär, Sala"
75401,pensionär,pensionär
75402,pensionär,pensionär
75408,pensionär,pensionär
28825,pensionär,"68 år, Pensionär"
28833,pensionär,"72 år, Pensionär"
6354,pensionär,"70 år, Pensionär"
28842,pensionär,"66 år, Pensionär"
28843,pensionär,"68 år, Pensionär"
28851,pensionär,"69 år, Pensionär"
28856,pensionär,"74 år, Pensionär"
28858,pensionär,"74 år, Pensionär"
75024,pensionär,"70, pensionär"
16578,pensionär,pensionär
56779,pensionär,pensionär
56780,pensionär,pensionär
56782,pensionär,pensionär
56784,pensionär,pensionär
56786,pensionär,pensionär
7155,pensionär,"70 år, Pensionär"
7164,pensionär,"67 år, Pensionär"
6370,pensionär,"66 år, Pensionär"
7253,pensionär,"75 år, Pensionär"
7264,pensionär,"68 år, Pensionär"
7268,pensionär,"69 år, Pensionär"
7272,pensionär,"71 år, Pensionär"
7273,pensionär,"67 år, Pensionär"
7282,pensionär,"73 år, Pensionär"
7283,pensionär,"72 år, Pensionär"
7285,pensionär,"81 år, Pensionär"
238675,pensionär,"66 år, Pensionär, Munktorp"
188008,pensionär,"Pensionär, Nygård"
188010,pensionär,"Pensionär, Karlsdal"
293551,pensionär,"73, pensionär"
511282,pensionär,"pensionär, 68 år."
511283,pensionär,"pensionär, 76"
57505,pensionär,"70, pensionär"
57512,pensionär,"68, pensionär"
57516,pensionär,"79, pensionär"
57517,pensionär,"68, pensionär"
28635,pensionär,"65 år, Pensionär"
310331,pensionär,Pensionär
310335,pensionär,Pensionär
291048,pensionär,pensionär
291054,pensionär,pensionär
281630,pensionär,"79 år, Pensionär"
56621,pensionär,pensionär
56623,pensionär,pensionär
64428,pensionär,"pensionär, Dala-Järna"
292349,pensionär,"69 år, Pensionär"
292356,pensionär,"72 år, Pensionär"
238956,pensionär,"pensionär,Transtrand"
238966,pensionär,"pensionär,Malung"
238970,pensionär,"pensionär,Grönland"
238979,pensionär,"pensionär,målare,Backbyn"
238980,pensionär,"pensionär,Horrmund"
238981,pensionär,"pensionär,Sillerö"
238983,pensionär,"pensionär,Malungsfors"
238985,pensionär,"pensionär,Backbyn"
238986,pensionär,"pensionär,Rörbäcksnäs"
290976,pensionär,Pensionär
290985,pensionär,Pensionär
290990,pensionär,Pensionär
212414,pensionär,"Pensionär, Tällberg"
216852,pensionär,"Pensionär, Rältlindor"
36418,pensionär,"Pensionär, Leksand"
511235,pensionär,"Pensionär, Leksand"
217301,pensionär,Pensionär
217301,pensionär,"69, Pensionär"
217305,pensionär,Pensionär
217305,pensionär,"73, Pensionär"
217308,pensionär,Pensionär
217308,pensionär,"66, Pensionär"
511248,pensionär,"74, Pensionär"
93537,pensionär,"pensionär, Ön"
93567,pensionär,"pensionär, Västeråkern"
93570,pensionär,"pensionär, Born"
93572,pensionär,"pensionär, Kallmora"
93573,pensionär,"pensionär, Slättberg"
37194,pensionär,"pensionär, Höglunda"
39804,pensionär,Pensionär
39806,pensionär,Pensionär
39807,pensionär,Pensionär
50341,pensionär,"Pensionär, Östäng"
50352,pensionär,"Pensionär, Idre"
114339,pensionär,"pensionär, Östermyckeläng"
190260,pensionär,"Pensionär, Harnäs"
190263,pensionär,"Pensionär, Munkbo"
297062,pensionär,"66 år, Pensionär"
297063,pensionär,"65 år, Pensionär"
297067,pensionär,"67 år, Pensionär"
187245,pensionär,"75 år, Pensionär, Klockarhagen"
187264,pensionär,"71 år, Pensionär, Venjan"
187271,pensionär,"70 år, Pensionär, Kråkberg"
187276,pensionär,"74 år, Pensionär, Mora"
187278,pensionär,"72 år, Pensionär, Våmhus"
130227,pensionär,pensionär
190174,pensionär,"Pensionär, Korsarvet"
190176,pensionär,"Pensionär, Britsarvet"
190177,pensionär,"Pensionär, Lustigknopp"
190182,pensionär,"Pensionär, Galgberget"
36442,pensionär,"71 år, pensionär, Aspeboda"
125903,pensionär,"75, Pensionär"
125905,pensionär,"79, Pensionär"
185059,pensionär,"75, Pensionär"
64079,pensionär,"Pensionär, Masugnen"
295756,pensionär,"Pensionär, Centrum"
295447,pensionär,"Pensionär, Enviken"
295448,pensionär,"Pensionär, Centrum"
295453,pensionär,"Pensionär, Kvarnberget"
295454,pensionär,"Pensionär, Främby"
232029,pensionär,"72 år, pensionär"
232071,pensionär,"66 år, pensionär"
232073,pensionär,"68 år, pensionär"
232078,pensionär,"70 år, pensionär"
232081,pensionär,"64 år, pensionär"
232082,pensionär,"61 år, pensionär"
232085,pensionär,"67 år, pensionär"
94324,pensionär,"66 år, Pensionär, Fornby"
189208,pensionär,"80 år, Pensionär, Forssa"
189729,pensionär,"67 år, Pensionär, Kvarnsveden"
114156,pensionär,"63, pensionär"
125880,pensionär,Pensionär
125889,pensionär,Pensionär
125891,pensionär,Pensionär
125897,pensionär,Pensionär
125898,pensionär,Pensionär
125899,pensionär,Pensionär
71473,pensionär,"Pensionär, Säter"
331291,pensionär,"69 år, Pensionär, Pershyttan"
331303,pensionär,"81 år, Pensionär, Persbo"
289759,pensionär,Pensionär
289764,pensionär,Pensionär
289765,pensionär,Pensionär
204427,pensionär,"Pensionär, Skogsbo"
204439,pensionär,"Pensionär, Karlbo"
204442,pensionär,"Pensionär, Bergshyttan"
64449,pensionär,"pensionär, Avesta"
64450,pensionär,"pensionär, Bengtsbo"
64453,pensionär,"pensionär, Brunnbäck"
165988,pensionär,"Pensionär, Karlbo"
165998,pensionär,"Pensionär, Karlbo"
94982,pensionär,"pensionär, 76 år"
94983,pensionär,"pensionär, 79 år"
94984,pensionär,"pensionär, 74 år"
125835,pensionär,"Pensionär, Rutbo"
125838,pensionär,"Pensionär, Rutbo"
107580,pensionär,"Pensionär, Gräsberg"
448470,pensionär,"Pensionär, Sunnansjö"
107601,pensionär,"Pensionär, Sunnansjö"
114200,pensionär,"pensionär, 66 år"
122996,pensionär,"pensionär, 78 år"
41211,pensionär,Pensionär
41219,pensionär,Pensionär
356243,pensionär,Pensionär
356252,pensionär,Pensionär
356253,pensionär,Pensionär
70964,pensionär,"73 år, Pensionär, Ockelbo"
70966,pensionär,"63 år, Pensionär, Ockelbo"
97998,pensionär,"70 år, Pensionär, Ockelbo"
70974,pensionär,"63 år, Pensionär, Lingbo"
70976,pensionär,"69 år, Pensionär, Lingbo"
70977,pensionär,"71 år, Pensionär, Ockelbo"
70980,pensionär,"67 år, Pensionär, Ockelbo"
70986,pensionär,"63 år, Pensionär, Ockelbo"
70988,pensionär,"74 år, Pensionär, Ockelbo"
70987,pensionär,"74 år, Pensionär, Ockelbo"
300027,pensionär,"pensionär, Lingbo"
300044,pensionär,"pensionär, Åbyggeby"
340252,pensionär,"74, pensionär, Ockelbo"
340260,pensionär,"67, pensionär, Ockelbo"
340261,pensionär,"62, pensionär, Lingbo"
340263,pensionär,"63, pensionär, Ockelbo"
514268,pensionär,"69, pensionär, Ockelbo"
29477,pensionär,"74 år, Pensionär"
29486,pensionär,"68 år, Pensionär"
29489,pensionär,"66 år, Pensionär"
29492,pensionär,"77 år, Pensionär"
29493,pensionär,"66 år, Pensionär"
29498,pensionär,"76 år, Pensionär"
29500,pensionär,"73 år, Pensionär"
29503,pensionär,"75 år, Pensionär"
29504,pensionär,"72 år, Pensionär"
29507,pensionär,"80 år, Pensionär"
29509,pensionär,"72 år, Pensionär"
316820,pensionär,"pensionär, Råbacka"
316821,pensionär,"pensionär, Kalvsnäs"
316822,pensionär,"pensionär, Eltebo"
11129,pensionär,"Pensionär, Hofors"
211125,pensionär,"80,pensionär,Hofors"
168431,pensionär,"75 år, pensionär, Sälgsjönäs"
112982,pensionär,"77 år, pensionär, Alfta"
168439,pensionär,"75 år, pensionär, Alfta"
168440,pensionär,"73 år, pensionär, Alfta"
168453,pensionär,"69 år, pensionär, Alfta"
488212,pensionär,"70, pensionär, Edsbyn"
340293,pensionär,Pensionär
34377,pensionär,"72 år, Pensionär, Gnarp"
34386,pensionär,"73 år, Pensionär, Stocka"
34389,pensionär,"74 år, Pensionär, Bergsjö"
19519,pensionär,"Pensionär, Bergsjö"
19524,pensionär,"pensionär,Harmånger"
19526,pensionär,"Pensionär, Harmånger"
168796,pensionär,"73 år, pensionär, Gnarp"
342437,pensionär,"77, pensionär, Bergsjö"
500775,pensionär,"66, pensionär, Harmånger"
345267,pensionär,"pensionär, Färila"
345270,pensionär,"pensionär, Ljusdal"
345278,pensionär,"pensionär, Västbacka"
345280,pensionär,"pensionär, Västbacka"
113537,pensionär,"Pensionär, Ljusdal"
113540,pensionär,"Pensionär, Ljusdal"
113541,pensionär,"Pensionär, Ljusdal"
14260,pensionär,"73 år, Pensionär, Kilbo/Färila"
26404,pensionär,"67 år, Pensionär, Ljusdal"
180352,pensionär,"72 år, pensionär, Järvsö"
180353,pensionär,"70 år, pensionär, Ljusdal"
514541,pensionär,"69, pensionär, Ljusdal"
340279,pensionär,"Pensionär, Ljusdal"
340281,pensionär,"Pensionär, Järvsö"
340282,pensionär,"Pensionär, Fågelsjö"
340283,pensionär,"Pensionär, Järsvö"
340283,pensionär,"Pensionär, Järvsö"
148630,pensionär,"76 år, pensionär"
148636,pensionär,"68 år, pensionär"
148651,pensionär,"70 år, pensionär"
148659,pensionär,"69 år, pensionär"
148679,pensionär,"79 år, pensionär"
148689,pensionär,"74 år, pensionär"
148690,pensionär,"70 år, pensionär"
148691,pensionär,"70 år, pensionär"
19657,pensionär,"Pensionär,Trödje, 81 år"
155592,pensionär,"74,pensionär,Norrlandet"
26708,pensionär,"pensionär, 71 år, Gävle"
26711,pensionär,"pensionär, 87 år, Gävle"
168336,pensionär,"69 år, pensionär, Oppala"
168349,pensionär,"73 år, pensionär, Bomhus"
168357,pensionär,"66 år, pensionär, Brynäs"
168364,pensionär,"69 år, pensionär, Centrum"
168365,pensionär,"73 år, pensionär, Strandvallen"
168372,pensionär,"67 år, pensionär, Centrum"
168373,pensionär,"67 år, pensionär, Lexe"
168374,pensionär,"74 år, pensionär, Norr"
340414,pensionär,"78, pensionär, Sätra"
340418,pensionär,"77, pensionär, Forsbacka"
340432,pensionär,"75, pensionär, Brynäs"
340436,pensionär,"74, pensionär, Stigslund"
343639,pensionär,Pensionär
343645,pensionär,"Pensionär, 66"
343646,pensionär,"Pensionär, 69"
343651,pensionär,"Pensionär, 68"
38491,pensionär,"66 år, Pensionär"
38495,pensionär,"67 år, Pensionär"
38497,pensionär,"64 år, Pensionär"
38508,pensionär,"67 år, Pensionär"
24847,pensionär,"Pensionär, Sandviken"
24854,pensionär,"Pensionär, Sandviken"
181726,pensionär,"76 år, pensionär, Åshammar"
303521,pensionär,"72, pensionär, Storvik"
303529,pensionär,"68, pensionär, Sandviken"
500833,pensionär,"70, pensionär, Sandviken"
340155,pensionär,"pensionär, Sandviken"
340167,pensionär,"pensionär, Sandviken"
314233,pensionär,"68 år, pensionär, Norrala"
314239,pensionär,"68 år, pensionär, Söderala"
314245,pensionär,"70 år, pensionär, Söderala"
22319,pensionär,"Pensionär, Bergvik"
22321,pensionär,"Pensionär, Vågbro"
22322,pensionär,"Pensionär, Utvik"
22326,pensionär,"Pensionär, Söderhamn"
96994,pensionär,"Pensionär, Trönödal"
22328,pensionär,"Pensionär, Söderhamn"
22329,pensionär,"Pensionär, Söderhamn"
145928,pensionär,"83,pensionär,Norrala"
145930,pensionär,"78,pensionär,Söderhamn"
14262,pensionär,"Pensionär, 68, Söderhamn"
15662,pensionär,"Pensionär, 72, Bergvik"
15663,pensionär,"Pensionär, 69, Söderhamn"
15664,pensionär,"Pensionär, 78, Djupvik"
182641,pensionär,"77 år, pensionär"
304827,pensionär,"70, pensionär, Söderhamn"
488448,pensionär,"71, pensionär, Söderhamn"
340343,pensionär,"Pensionär, 68, Marmaverken"
340345,pensionär,"Pensionär, 71, Trönödal"
340357,pensionär,"Pensionär, 73, Söderhamn"
30063,pensionär,"67 år, Pensionär, Bollnäs"
30066,pensionär,"73 år, Pensionär, Kilafors"
30079,pensionär,"67 år, Pensionär, Bollnäs"
30084,pensionär,"72 år, Pensionär, Kilafors"
19455,pensionär,"Pensionär, Kilafors"
160563,pensionär,"pensionär,Arbrå"
27086,pensionär,"62 år, pensionär, Bollnäs"
177643,pensionär,"79 år, pensionär, Rengsjö"
177645,pensionär,"85 år, pensionär, Bollnäs"
514605,pensionär,"65, pensionär, Rengsjö"
32922,pensionär,"Pensionär, Norrbo"
32933,pensionär,"Pensionär, Hudiksvall"
14409,pensionär,"65 år, Pensionär, Hudiksvall"
14715,pensionär,"71 år, Pensionär, Hudiksvall"
14726,pensionär,"71 år, Pensionär, Hudiksvall"
14728,pensionär,"72 år, Pensionär, Hudiksvall"
170171,pensionär,"69 år, pensionär, Hudiksvall"
170178,pensionär,"71 år, pensionär, Hudiksvall"
170182,pensionär,"71 år, pensionär, Hudiksvall"
170184,pensionär,"80 år, pensionär, Delsbo"
341297,pensionär,"66, pensionär, Delsbo"
341307,pensionär,"79, pensionär, Hudiksvall"
514575,pensionär,"65, pensionär, Delsbo"
340233,pensionär,"Pensionär, 67"
340238,pensionär,"Pensionär, 66"
340239,pensionär,"Pensionär, 64"
340241,pensionär,"Pensionär, 71"
340242,pensionär,"Pensionär, 75"
9312,pensionär,"pensionär, 75 år, Tynderö"
9315,pensionär,"pensionär, 73 år, Hässjö"
9317,pensionär,"pensionär, 71 år, Ljustorp"
9319,pensionär,"pensionär, 73 år, Söråker"
179519,pensionär,"65, pensionär, Söråker"
360121,pensionär,"62, Pensionär"
233313,pensionär,Pensionär
233315,pensionär,Pensionär
268931,pensionär,"77 år, Pensionär, Härnösand"
360144,pensionär,"64, Pensionär"
164367,pensionär,"64 år, Pensionär"
164382,pensionär,"74 år, Pensionär, Överlevare, Konstnär"
164384,pensionär,"69 år, Pensionär, fd psykolog"
164389,pensionär,"71 år, Pensionär"
164390,pensionär,"80 år, Pensionär"
50015,pensionär,"73, Pensionär, Sundsvall"
50021,pensionär,"70, Pensionär, Sundsvall"
50024,pensionär,"76, Pensionär, Sundsbruk"
50026,pensionär,"77, Pensionär, Sundsvall"
50027,pensionär,"86, Pensionär, Sundsvall"
277222,pensionär,"Pensionär, 70 år, Sundsvall"
373118,pensionär,"69 år, pensionär, Alnö"
373124,pensionär,"73 år, pensionär, Nacksta"
373128,pensionär,"80 år, pensionär, Granlo"
269261,pensionär,"70 år, Pensionär, Haga"
269274,pensionär,"78 år, Pensionär, Stenstan"
114081,pensionär,"pensionär, Nacksta"
160954,pensionär,"78 år, Pensionär, Skog"
160957,pensionär,"70 år, Pensionär, Nyland"
160965,pensionär,"64 år, Pensionär, Bollstabruk"
160966,pensionär,"71 år, Pensionär, Kramfors"
160976,pensionär,"70 år, Pensionär, Nyland"
161003,pensionär,"76 år, Pensionär, Kramfors"
12882,pensionär,"pensionär, 69 år, Bjärtrå"
12883,pensionär,"pensionär, 69 år, Ullånger"
12888,pensionär,"pensionär, 75 år, Vibyggerå"
113910,pensionär,"pensionär, 75 år"
113912,pensionär,"pensionär, 75 år"
17574,pensionär,"pensionär, 81 år, Ed"
17576,pensionär,"pensionär, 73 år, Resele"
170311,pensionär,"pensionär, Graninge"
170317,pensionär,"pensionär, Sollefteå"
170320,pensionär,"pensionär, Sollefteå"
170323,pensionär,"pensionär, Sollefteå"
9896,pensionär,"68 år, Pensionär, Bjästa"
9907,pensionär,"70 år, Pensionär, Hörnett"
9909,pensionär,"66 år, Pensionär, Hörnett"
10208,pensionär,"72 år, Pensionär, Brösta"
10224,pensionär,"72 år, Pensionär, Arnäsvall"
10230,pensionär,"73 år, Pensionär, Örnsköldsvik"
10231,pensionär,"67 år, Pensionär, Örnsköldsvik"
10232,pensionär,"75 år, Pensionär, Örnsköldsvik"
50036,pensionär,"pensionär, 67 år, Sidensjö"
50041,pensionär,"pensionär, 68 år, Örnsköldsvik"
50046,pensionär,"pensionär, 74 år, Moliden"
50056,pensionär,"pensionär, 70 år, Husum"
50060,pensionär,"pensionär, 70 år, Gideå"
277802,pensionär,"Pensionär, 80 år, Örnsköldsvik"
277264,pensionär,"Pensionär, 89 år, Örnsköldsvik"
496350,pensionär,pensionär
423593,pensionär,"71, Pensionär, Föllinge"
105600,pensionär,Pensionär
105603,pensionär,Pensionär
360989,pensionär,"68 år, pensionär, Nälden"
360995,pensionär,"72 år, pensionär, Ås"
360999,pensionär,"66 år, pensionär, Ås"
86779,pensionär,"72, Pensionär, Hammerdal"
86782,pensionär,"69, Pensionär, Björkvattnet"
6466,pensionär,"69, Pensionär, Lövberga"
90874,pensionär,"76, Pensionär, Strömsund"
147720,pensionär,"68, Pensionär, Ulriksfors"
90876,pensionär,"73, Pensionär, Norråker"
90879,pensionär,"63, Pensionär, Alanäset"
90881,pensionär,"79, Pensionär, Svedje"
90884,pensionär,"67, Pensionär, Norråker"
39511,pensionär,"74 år, Pensionär, Hammerdal"
252637,pensionär,"72 år, Pensionär, Strömsund"
252651,pensionär,"90 år, Pensionär, Strömsund"
105711,pensionär,Pensionär
17140,pensionär,"73, Pensionär, Järpen"
253321,pensionär,"69 år, Pensionär, Hallen"
39495,pensionär,"65 år, Pensionär, Mörsil"
278909,pensionär,Pensionär
278930,pensionär,Pensionär
73752,pensionär,"75, Pensionär, Ängsmon"
73760,pensionär,"67, Pensionär, Norr"
73863,pensionär,"70, Pensionär, Marielund"
74025,pensionär,"74, Pensionär, Centrum"
74027,pensionär,"73, Pensionär, Fjällmon"
74028,pensionär,"77, Pensionär, Frösön"
74032,pensionär,"76, Pensionär, Centrum"
223109,pensionär,"pensionär,Frösön"
223110,pensionär,"pensionär,Östersund"
39540,pensionär,"Pensionär, Lit"
253492,pensionär,"Pensionär, Karlslund"
253497,pensionär,"Pensionär, Körfältet"
253501,pensionär,"Pensionär, Blomängen"
106442,pensionär,Pensionär
56606,pensionär,"75 år, Pensionär, Gräsmyr"
56611,pensionär,"69 år, Pensionär, Långed"
56612,pensionär,"72 år, Pensionär, Torrböle"
228824,pensionär,"67, pensionär, Nordmaling"
228827,pensionär,"76, pensionär, Mullsjö"
228833,pensionär,"67, pensionär, Nordmaling"
228835,pensionär,"70, pensionär, Öre"
198960,pensionär,"70 år, Pensionär, Provåker"
193467,pensionär,"70 år, Pensionär, Nytorp"
198962,pensionär,"76 år, Pensionär, Agnäs"
198969,pensionär,"66 år, Pensionär, Näsmark"
198972,pensionär,"76 år, Pensionär, Bjurholm"
198979,pensionär,"66 år, Pensionär, Öreström"
198981,pensionär,"76 år, Pensionär, Västerås"
42414,pensionär,"pensionär, Bjurholm"
42415,pensionär,"pensionär, Bjurholm"
199557,pensionär,"72 år, Pensionär, Vindeln"
199562,pensionär,"71 år, Pensionär, Vindeln"
199563,pensionär,"63 år, Pensionär, Vindeln"
199568,pensionär,"82 år, Pensionär, Storsävarträsk"
199577,pensionär,"79 år, Pensionär, Vindeln"
199578,pensionär,"65 år, Pensionär, Hällnäs"
199581,pensionär,"66 år, Pensionär, Böjern"
199583,pensionär,"72 år, Pensionär, Vindeln"
199584,pensionär,"71 år, Pensionär, Vindeln"
199586,pensionär,"78 år, Pensionär, Hällnäs"
203346,pensionär,"69 år, Pensionär, Vindeln"
203347,pensionär,"71 år, Pensionär, Hällnäs"
48336,pensionär,"pensionär, Vindeln"
48338,pensionär,"pensionär, Vindeln"
361183,pensionär,"69, pensionär, Vindeln"
199327,pensionär,"70 år, Pensionär, Åkullsjön"
199339,pensionär,"74 år, Pensionär, Djäkneboda"
199342,pensionär,"63 år, Pensionär, S. Dalkarlså"
199343,pensionär,"73 år, Pensionär, Pellstan"
199344,pensionär,"64 år, Pensionär, Ö. Sjulsmark"
199346,pensionär,"73 år, Pensionär, Robertsfors"
199347,pensionär,"74 år, Pensionär, Robertsfors"
199349,pensionär,"67 år, Pensionär, Robertsfors"
199351,pensionär,"83 år, Pensionär, Bobacken"
199352,pensionär,"74 år, Pensionär, Ånäset"
199353,pensionär,"67 år, Pensionär, Ratu"
56652,pensionär,"71 år, Pensionär, Näs"
56654,pensionär,"67 år, Pensionär, Flarken"
56664,pensionär,"71 år, Pensionär, V Sjulsmark"
58774,pensionär,"pensionär, Ånäset"
58776,pensionär,"pensionär, Robertsfors"
58782,pensionär,"pensionär, Robertsfors"
197831,pensionär,"Pensionär, 65 år, Risliden"
197832,pensionär,"Pensionär, 67 år, Norsjö"
197834,pensionär,"Pensionär, 75 år, Norsjö"
197835,pensionär,"Pensionär, 73 år, Bodberg"
197852,pensionär,"Pensionär, 65 år, Norsjö"
197854,pensionär,"Pensionär, 75 år, Bastuträsk"
56639,pensionär,"75 år, Pensionär, Båtfors"
24167,pensionär,"pensionär, Norsjö"
157354,pensionär,"Pensionär,Norsjö"
157358,pensionär,"Pensionär,Norsjö"
59306,pensionär,"pensionär, Rökå"
67662,pensionär,"Pensionär,Storuman"
67663,pensionär,"Pensionär,Storuman"
377140,pensionär,"64 år, pensionär, Mosekälla"
377141,pensionär,"77 år, pensionär, Tärnamo/Tärnaby"
196675,pensionär,"65 år, Pensionär, Ammarnäs"
193003,pensionär,"69 år, Pensionär, Kraddsele"
196678,pensionär,"68 år, Pensionär, Blattnicksele"
193026,pensionär,"73 år, Pensionär, Gargnäs"
196681,pensionär,"68 år, Pensionär, Ammarnäs"
196684,pensionär,"73 år, Pensionär, Gargnäs"
196685,pensionär,"65 år, Pensionär, Sorsele"
196689,pensionär,"67 år, Pensionär, Sorsele"
374900,pensionär,"Pensionär, Blattnicksele"
374905,pensionär,"Pensionär, Sorsele"
374906,pensionär,"Pensionär, Sorsele"
374908,pensionär,"Pensionär, Sorsele"
193724,pensionär,"74 år, Pensionär, Dorotea"
193727,pensionär,"66 år, Pensionär, Avaträsk"
193728,pensionär,"76 år, Pensionär, Dorotea"
193732,pensionär,"65 år, Pensionär, Dorotea"
193733,pensionär,"65 år, Pensionär, Dorotea"
193734,pensionär,"67 år, Pensionär, Avaträsk"
193735,pensionär,"73 år, Pensionär, Dorotea"
41296,pensionär,"pensionär, Dorotea"
47235,pensionär,"pensionär, Lajksjöberg"
47236,pensionär,"pensionär, Lajksjöberg"
200159,pensionär,"68 år, Pensionär, Ockelsjö"
200174,pensionär,"69 år, Pensionär, Vännäs"
200176,pensionär,"60 år, Pensionär, Vännäs"
200186,pensionär,"70 år, Pensionär, Vännäs"
200190,pensionär,"79 år, Pensionär, Vännäs"
67701,pensionär,"70, pensionär, Vännfors"
67702,pensionär,"72, pensionär, Vännäs"
70271,pensionär,"pensionär, Vilhelmina"
379779,pensionär,"72 år, Pensionär"
122796,pensionär,"Pensionär, 65"
197395,pensionär,"67 år, Pensionär"
197397,pensionär,"68 år, Pensionär"
197402,pensionär,"72 år, Pensionär"
197407,pensionär,"69 år, Pensionär"
197412,pensionär,"71 år, Pensionär"
300770,pensionär,"72 år, Pensionär, Umeå"
300780,pensionär,"73 år, Pensionär, Mariehem"
300788,pensionär,"74 år, Pensionär, Haga"
300791,pensionär,"72 år, Pensionär, Berghem"
300802,pensionär,"69 år, Pensionär, Mariehem"
300805,pensionär,"79 år, Pensionär, Berghem"
302434,pensionär,"68 år, Pensionär, Gravmark"
302446,pensionär,"67 år, Pensionär, Holmsund"
302460,pensionär,"73 år, Pensionär, Sävar"
5856,pensionär,"pensionär, Ersboda"
24225,pensionär,"pensionär, Holmsund"
24229,pensionär,"pensionär, Haga"
363029,pensionär,"75 år, Pensionär"
67752,pensionär,"65, pensionär, Sandbacka"
67757,pensionär,"67, pensionär, Sävar"
71263,pensionär,"56, pensionär"
71271,pensionär,"67, pensionär"
71275,pensionär,"65, pensionär"
71276,pensionär,"70, pensionär"
379352,pensionär,"76, pensionär"
195980,pensionär,"71 år, Pensionär, Lycksele"
