id,tvätt,valsedelsuppgift
202001,kommunstyrelsens ordförande,"44, Kommunstyrelsens ordförande, Centrala Väsby"
22973,kommunstyrelsens ordförande,"32, Kommunstyrelsens ordförande"
132918,kommunstyrelsens ordförande,"49 år, Kommunstyrelsens ordförande, Knivsta"
1662,kommunstyrelsens ordförande,"46 år, Kommunstyrelsens ordförande, Gnosjö"
56788,kommunstyrelsens ordförande,"63 år, kommunstyrelsens ordförande, Hofterup"
66434,kommunstyrelsens ordförande,Kommunstyrelsens ordförande
253982,kommunstyrelsens ordförande,"54 år, Kommunstyrelsens ordförande"
627,kommunstyrelsens ordförande,"59 år, Kommunstyrelsens ordförande"
93520,kommunstyrelsens ordförande,"61 år, Kommunstyrelsens ordförande"
180052,kommunstyrelsens ordförande,"49, Kallhäll, Kommunstyrelsens ordförande"
202002,försäljningsansvarig,"53, Försäljningschef, Bollstanäs"
67278,försäljningsansvarig,"försäljningschef, Odenslunda"
94905,försäljningsansvarig,"38, Försäljningschef"
20248,försäljningsansvarig,Försäljningschef
126512,försäljningsansvarig,"59, Försäljningschef, Hägernäs"
97066,försäljningsansvarig,försäljningschef
196499,försäljningsansvarig,"67år, Försäljningschef, Strängnäs"
200860,försäljningsansvarig,"46 år, försäljningschef"
24379,försäljningsansvarig,"47 år, Försäljningschef, Norrköping"
249751,försäljningsansvarig,"försäljningschef, 53 år, Östra Tollstad"
72183,försäljningsansvarig,"Försäljningschef, Aneby"
77799,försäljningsansvarig,"Försäljningschef, Habo"
77634,försäljningsansvarig,"Försäljningschef, Gislaved"
37183,försäljningsansvarig,"56 år,Försäljningschef,Jönköping"
137856,försäljningsansvarig,"61 år, Försäljningschef, Nässjö"
68886,försäljningsansvarig,"53 år, Försäljningschef, Vetlanda"
218953,försäljningsansvarig,"41 år, Försäljningschef"
218956,försäljningsansvarig,"50 år, Försäljningschef"
46243,försäljningsansvarig,"38 år, Försäljningschef, Tingsryd"
329298,försäljningsansvarig,"61 år, försäljningschef, Solstadström"
119614,försäljningsansvarig,"54, Försäljningschef, Kågeröd"
60925,försäljningsansvarig,"42 år, försäljningschef, Svedala"
63157,försäljningsansvarig,"46 år, försäljningschef, Åstorp"
63181,försäljningsansvarig,"48 år, försäljningschef, Åstorp"
52515,försäljningsansvarig,"48 år, försäljningschef, Båstad"
56923,försäljningsansvarig,"49 år, försäljningschef, Landskrona"
81221,försäljningsansvarig,"51, Försäljningschef, Ängelholm"
29610,försäljningsansvarig,"46 år, Försäljningschef, Steninge"
240622,försäljningsansvarig,"65 år, Försäljningschef, Falkenberg"
158814,försäljningsansvarig,"62 år, försäljningschef, Trönninge"
193034,försäljningsansvarig,"50, Försäljningschef"
255669,försäljningsansvarig,"Försäljningschef, Moholm"
24122,försäljningsansvarig,"53 år, försäljningschef, Stråningstorp"
9978,försäljningsansvarig,Försäljningschef
168331,försäljningsansvarig,"53 år, försäljningschef, Valbo"
17559,försäljningsansvarig,"försäljningschef, 37 år, Sollefteå"
252652,försäljningsansvarig,"63 år, Försäljningschef, Strömsund"
67706,försäljningsansvarig,"38, försäljningschef, Brån"
181974,försäljningsansvarig,"Försäljningschef, Tärendö"
27892,försäljningsansvarig,"Klippan, försäljningschef"
202003,studerande,"39, Student, Grimsta"
202014,studerande,"24, Student, Bollstanäs"
104756,studerande,"23, Student"
216690,studerande,"22 år, Student, Centrum"
216707,studerande,"18 år, Student, Odenslunda"
67301,studerande,"student, 19"
208822,studerande,"24, Student, Ängsvik"
208846,studerande,"25, Student, Björnkärret"
208848,studerande,"18, Student, Hästhagen"
208857,studerande,"19, Student, Gustavsbergs hamn"
25475,studerande,"24, Student, Gustavsberg"
25478,studerande,"21, Student, Ingarö"
246463,studerande,"Student, Jakobsberg"
20220,studerande,"24, Student"
92313,studerande,"22, Student, Älvnäs"
96787,studerande,"24, Student, Flemingsberg"
162451,studerande,"30, Student, Fullersta"
17766,studerande,"21, Student, Huddinge C"
17772,studerande,"20, Student, Flemingsberg"
17777,studerande,"27, Student, Huddinge C"
17784,studerande,"20, Student, Snättringe"
17787,studerande,"23, Student, Visättra"
145726,studerande,"Student, Uttran"
278497,studerande,"24 år, student, Norsborg"
278498,studerande,"24 år, student, Tumba"
278508,studerande,"24 år, student, Tullinge"
162119,studerande,"25, Student, Brandbergen"
162120,studerande,"19, Student, Norrby"
107079,studerande,"32, Student, Handen"
107086,studerande,"20, Student, Vega"
127671,studerande,"18 år, student, Söderby"
182451,studerande,Student
22874,studerande,"38, Student, Brevikshalvön"
23398,studerande,"18, Student, Brevikshalvön"
23404,studerande,"18, Student, Brevikshalvön"
23410,studerande,"21, Student, Tyresö Strand"
260704,studerande,"Student, Kungsängen"
67213,studerande,"Student, 23"
164166,studerande,"20, Student"
15029,studerande,"Student, Ella Park, 19 år"
94761,studerande,"21, Student, Näsbypark"
186717,studerande,"Student, Djursholm"
17681,studerande,"22, Student"
17697,studerande,"22, Student"
17708,studerande,"22, Student"
139820,studerande,"Student, Tureberg, 24 år"
139833,studerande,"Student, Skälby, 21 år"
20643,studerande,"18, Student"
20659,studerande,"27, Student"
20680,studerande,"22, Student"
212909,studerande,"27 år, student, Östermalm"
212910,studerande,"19 år, student, Västertorp"
312922,studerande,"21, Student, Bromma"
313937,studerande,"18, Student, Stockholm"
313937,studerande,"18, Studen, Stockholm"
313951,studerande,"26, Student, Spånga"
103086,studerande,"26, student, Södermalm"
104345,studerande,"29, student, Skarpnäck"
20458,studerande,"23, Student"
20459,studerande,"21, Student"
20485,studerande,"20, Student"
194384,studerande,"Student, Geneta, 20"
194421,studerande,"Student, Geneta, 21"
194437,studerande,"Student, Hovsjö, 18"
118552,studerande,"student, Järna, 18 år"
155973,studerande,"23, Student"
20602,studerande,Student
120812,studerande,"20 år, Student, Fisksätra"
156834,studerande,"26, Student"
111583,studerande,"27 år, Student, Råsunda"
111596,studerande,"21 år, Student, Huvudsta"
211821,studerande,"24 år, student, Huvudsta"
97088,studerande,"18, Student, Gåshaga"
148262,studerande,"22, Student, Skärsätra"
147999,studerande,"37, Student, Käppala"
12805,studerande,"21, Student, Sticklinge"
13047,studerande,"21, Student, Bodal"
108390,studerande,"25, Student, Norrtälje"
317511,studerande,"46, Sigtuna"
317511,studerande,"46, Student, Sigtuna"
317516,studerande,"18, Sigtuna"
317516,studerande,"18, Student, Sigtuna"
317517,studerande,"18, Valsta"
317517,studerande,"20, Student, Valsta"
317555,studerande,"28, Märsta"
317555,studerande,"28, Student, Märsta"
25461,studerande,"49, Student"
113756,studerande,"28, Student, Nynäshamn"
53994,studerande,"student, Älvkarleby, 20 år"
138094,studerande,"21 år, student, Tierp"
165686,studerande,"33 år, student, Kvarngärdet"
159114,studerande,"19 år, student, Kungsängen"
53289,studerande,"student, 23 år"
382655,studerande,"Student, 18 år, Sunnersta"
385065,studerande,"Student, 31 år, Centrum"
132916,studerande,"25 år, Student, Uppsala"
136077,studerande,"18, student, Funbo"
136093,studerande,"25, student, Kvarngärdet"
136099,studerande,"48, student, Gränby"
81377,studerande,"31 år, Student"
133566,studerande,"33 år, Student, Enköping"
133936,studerande,"21 år, Student, Tillinge"
138054,studerande,"26, student, Ekolsund"
132930,studerande,"Student, Östhammar"
138326,studerande,"22, student, Öregrund"
166877,studerande,"21, student, Nyköping"
116154,studerande,"23, Student"
71406,studerande,"student, 31 år, Valdemarsvik"
251241,studerande,"Student, 30 år, Ryd"
251263,studerande,"Student, 23 år, T1"
420736,studerande,"22 år, Student"
12452,studerande,"22 år, Student"
58718,studerande,"19, Student,  Ryd"
58740,studerande,"23, Student, Skäggetorp"
189268,studerande,"student, 20 år"
247817,studerande,"Student, 31 år"
247469,studerande,"Student, 21 år"
248985,studerande,"student, Borenshult"
103167,studerande,"19, Student, Klockrike"
200609,studerande,"18, Student, Habo"
37162,studerande,"18 år,Student,Jönköping"
37164,studerande,"23 år,Student,Jönköping"
37372,studerande,"19 år,Student,Gränna"
37371,studerande,"18 år,Student,Huskvarna"
77891,studerande,"Student, Torpa"
223291,studerande,"Student, Jönköping"
83171,studerande,"21 år,Student,Värnamo"
374805,studerande,"31 år, Student, Vetlanda"
68879,studerande,"19 år, Student, Nävelsjö"
35766,studerande,"23 år,Student, Kolshester"
35803,studerande,"19 år,Student, Eksjö"
35804,studerande,"22 år,Student, Eksjö"
375062,studerande,"32 år, student, Tranås"
360265,studerande,Student
227568,studerande,"41, student, Grimslöv"
354607,studerande,"Student, Strömsnäsbruk"
231804,studerande,"student, 24, Campus"
231816,studerande,"student, 22, Campus"
231825,studerande,"student, 20, Teleborg"
231828,studerande,"student, 26, Araby"
231831,studerande,"student, 19, Campus"
231834,studerande,"student, 22, Campus"
231842,studerande,"student, 19, Öster"
215353,studerande,"Student, Campus"
215357,studerande,"Student, Campus"
215359,studerande,"Student, Campus"
335615,studerande,"Student, Väster"
46032,studerande,"19 år, Student, Väster"
46320,studerande,"21 år, Student, Teleborg"
361281,studerande,"18 år, Student, Alby"
328916,studerande,Student
60731,studerande,"student, Trekanten"
60738,studerande,"student, Berga"
368396,studerande,Student
329803,studerande,"student, Kråksmåla"
60999,studerande,"student, Nybro"
215990,studerande,"25, student, Trossö"
301717,studerande,"Student, Karlskrona"
39313,studerande,"20, Student"
31850,studerande,"26, student, Höllviken"
63263,studerande,"Student, Örkelljunga"
57231,studerande,"21 år, student, Lomma"
31858,studerande,"20, student, Bara"
60507,studerande,"18 år, student, Skivarp"
125388,studerande,Student
31700,studerande,"19 år, Student, Sjöbo"
45527,studerande,"Student, Höör, 23"
31965,studerande,"22 år, Student, Höör"
127611,studerande,"23 år, Student, Åstorp"
31812,studerande,"20 år, Student, Hyllie"
186253,studerande,"student, 26 år"
186279,studerande,"student, 24 år"
154033,studerande,Student
154036,studerande,Student
154038,studerande,Student
154062,studerande,Student
429759,studerande,Student
154065,studerande,Student
50419,studerande,"21, Student, Lund"
37076,studerande,"25, Student, Lund"
31799,studerande,"21 år, Student, Lund"
59441,studerande,"21 år, Student, Lund"
31829,studerande,"21 år, Student, Lund"
59443,studerande,"21 år, Student, Veberöd"
31860,studerande,"22 år, Student, Veberöd"
62680,studerande,"23 år, Student, Lund"
27781,studerande,"Student, Lund, 26 år"
38848,studerande,"Student, Lund, 28 år"
55245,studerande,"Student, Lund, 21 år"
55248,studerande,"Student, Lund, 23 år"
55252,studerande,"Student, Lund, 22 år"
55254,studerande,"Student, Lund, 20 år"
55260,studerande,"Student, Lund, 21 år"
55280,studerande,"Student, Lund, 24 år"
55286,studerande,"Student, Lund, 22 år"
94817,studerande,"24 år, student, Lund"
94859,studerande,"22 år, student, Lund"
94862,studerande,"26 år, student, Lund"
94864,studerande,"32 år, student, Lund"
54087,studerande,"26, student, Lund"
54111,studerande,"22, student, Lund"
127364,studerande,"22 år, student, Smålands"
127373,studerande,"26 år, student, Smålands"
110203,studerande,student
38891,studerande,"23, Student"
115802,studerande,"student, 19 år"
115817,studerande,"student, 22 år"
24418,studerande,Student
31691,studerande,"Student, Ystad"
31728,studerande,"Student, Snårestad"
64286,studerande,"Student, 21 år"
163016,studerande,"Student, Alstad, 21 år"
17255,studerande,"31 år, Student, Kristianstad"
56708,studerande,"20 år, student, Åhus"
56711,studerande,"19 år, student, företagre, Åhus"
19564,studerande,"29 år, Student, Tyringe"
221786,studerande,"19, Student, Halmstad"
119823,studerande,"22 år, Student"
119781,studerande,"23 år, Student"
119809,studerande,"20 år, Student"
240634,studerande,"23 år, Student, Fagered"
13244,studerande,"student, 45 år, Sibbarp"
39889,studerande,"18 år, Student, Kungsbacka"
39893,studerande,"18 år, Student, Onsala"
167822,studerande,"student, Mölnlycke"
242467,studerande,"23år, Student"
244337,studerande,"22 år, Student, Öjersjö"
189947,studerande,"18 år, student, Spekeröd"
189948,studerande,"18 år, student, Spekeröd"
189949,studerande,"18 år, student, Stenungsund"
254962,studerande,"Student, Högsäter"
253919,studerande,"21, Student, Nödinge"
137705,studerande,"student, Lerum"
255030,studerande,"22, Student"
255120,studerande,"Student,Hedgärde"
255120,studerande,"Studerande, Hedgärde"
33820,studerande,Student
33823,studerande,Student
65384,studerande,"21 år, Student, Grästorp"
325933,studerande,"28 år, Student"
298118,studerande,"Student, Ström"
255429,studerande,"Student, Fritsla"
112436,studerande,"Student, 19 år"
200520,studerande,"25, Student"
201250,studerande,"21, Student"
201254,studerande,"25, Student"
201259,studerande,"18, Student"
200515,studerande,"23, Student"
201273,studerande,"36, Student"
201291,studerande,"19, Student"
198308,studerande,"30, Student, Göteborg"
202807,studerande,"24, Student, Västra Frölunda"
255786,studerande,"21, Student"
139251,studerande,"Student, 49 år, Rambergsstaden"
277388,studerande,"19, student, Lindome"
254057,studerande,"19, Student, Mölndal"
61336,studerande,"32, Student, Mölndal"
198338,studerande,"student, Mölndal, 25 år"
49503,studerande,"student, Bohusgården"
11667,studerande,"20 år, student, Stavre"
234437,studerande,"38 år, Student"
313321,studerande,"19 år, Student"
174257,studerande,Student
256243,studerande,"19, Student, Sollebrunn"
232604,studerande,"34 år, Student, Hässleholmen"
253890,studerande,"23, Student, Borås"
76034,studerande,"33 år, student, Norrmalm"
256354,studerande,"19, Student, Tvärred"
41470,studerande,"22 år, student, Skara"
41477,studerande,"18 år, student, Istrum"
253980,studerande,"24, Student, Skara"
9837,studerande,"19 år, student"
27503,studerande,"18 år, Student, Östra Ämtervik"
115885,studerande,"20, Student, Gräsmark"
347066,studerande,"student, Kronoparken"
109304,studerande,"Student, Arvika"
109894,studerande,"Student, Arvika"
76410,studerande,"Student, 27 år"
124412,studerande,"27 år, student, Kopparberg"
224200,studerande,"27 år, Student"
57882,studerande,"20 år, student, City"
205554,studerande,"23 år, student, Brickebacken"
205568,studerande,"27 år, student, Oxhagen"
312569,studerande,"Student, Baronbacken"
250652,studerande,"26 år, student, väster"
118884,studerande,"19 år,Student"
118900,studerande,"18 år,Student"
28872,studerande,"18 år, student"
29079,studerande,"19 år, Student"
291857,studerande,"47, student, Hallstahammar"
291858,studerande,"31, student, Hallstahammar"
6181,studerande,"23 år, Student"
213844,studerande,"18 år, Student, Björksta"
6191,studerande,"27 år, Student"
30235,studerande,"23 år, Student"
28855,studerande,"19 år, Student"
28626,studerande,"23 år, Student"
291052,studerande,student
292357,studerande,"19 år, Student"
217293,studerande,"19 år, Student, Yttermalung"
190173,studerande,"Student, Bojsenburg"
36448,studerande,"22 år, student, Centrum"
232050,studerande,"18 år, student"
232052,studerande,"28 år, student"
33537,studerande,"24 år, Student, Jakobsgårdarna"
94334,studerande,"18 år, Student, Åselby"
124268,studerande,"22, student"
70967,studerande,"18 år, Student, Ockelbo"
79002,studerande,"Student, Gävle, 22 år"
14264,studerande,"student, 25 år, Gävle"
26716,studerande,"student, 24 år, Gävle"
22323,studerande,"Student, Sandarne"
22327,studerande,"Student, Söderhamn"
14261,studerande,"Student, 27, Trönödal"
340338,studerande,"Student, 28, Söderhamn"
27084,studerande,"37 år, student, Bollnäs"
27085,studerande,"34 år, student, Bollnäs"
323361,studerande,"19 år, student, Hudiksvall"
268935,studerande,"19 år, Student, Älandsbro"
50007,studerande,"24, Student, Sundsvall"
20912,studerande,"30, Student, Sundsvall"
208881,studerande,"student, Mörsil"
175340,studerande,"18, Student"
385920,studerande,"18, Student"
385921,studerande,"20, Student"
385926,studerande,"19, Student"
253320,studerande,"18 år, Student, Ocke"
300769,studerande,"30 år, Student, Mariehem"
300778,studerande,"30 år, Student, Nydalahöjd"
300807,studerande,"28 år, Student, Öbacka"
300813,studerande,"21 år, Student, Carlshem"
302435,studerande,"18 år, Student, Teg"
302451,studerande,"27 år, Student, Nydalahöjd"
302477,studerande,"24 år, Student, Nydalahöjd"
363016,studerande,"26 år, Student"
363024,studerande,"23 år, Student"
196001,studerande,"26 år, Student, Lycksele"
47379,studerande,"29 år, Student, Centrum"
343198,studerande,"35 år, Student, Mjölkudden"
343199,studerande,"19 år, Student, Luleå"
343200,studerande,"18 år, Student, Niemisel"
426874,studerande,"student, Porsön"
426863,studerande,"student, Luleå"
197809,studerande,"Student, Luleå"
197812,studerande,"Student, Luleå"
197818,studerande,"Student, Porsön"
241527,studerande,"student, Porsön"
241539,studerande,"student, Centrala stan"
168389,studerande,"student, 32"
180061,studerande,"29, Barkarby, Student"
90268,studerande,"23, Tumba, Student"
90274,studerande,"20, Tumba, Student"
90277,studerande,"23, Tumba, Student"
179911,studerande,"Tullinge, 27 år, student"
4371,studerande,"19, Bromma, student"
4470,studerande,"26, Bredäng, student"
4306,studerande,"21, Södermalm, student"
103081,studerande,"20, politisk sekreterare, student, Kista"
236569,studerande,"Östermalm, student"
236574,studerande,"Södermalm, student"
100782,studerande,"23 år, Hallonbergen, Student"
71213,studerande,"19 år, Rissne, Student"
193592,studerande,"18 år, Storskogen, Student"
193612,studerande,"18 år, Storskogen, Student"
372659,studerande,"lärare, student, 30 år, Jönköping"
225967,studerande,"Vollsjö, Student, 19 år"
62963,studerande,"20 år, företagare, student, Perstorp"
49524,studerande,"18, Häljarp, Student"
306683,studerande,"22 år, Hisingen, student"
304596,studerande,"19 år, Västra Frölunda, student"
306698,studerande,"21 år, Kviberg, student"
152587,studerande,"19 år, Lundby, student"
51034,studerande,"21 år, Kronoparken, Student"
52480,studerande,"21 år, Kronoparken, Student"
53035,studerande,"25 år, Kronoparken, Student"
109860,studerande,"Filipstad, student, 25 år"
134079,studerande,"Insjön, 19 år, Student"
202005,byggarbetare,"62, Byggnadsarbetare, Centrala Väsby"
92301,byggarbetare,"45, Byggnadsarbetare, Munsö"
92303,byggarbetare,"51, Byggnadsarbetare, Skå"
217746,byggarbetare,Byggnadsarbetare
147193,byggarbetare,"63, Byggnadsarbetare, Tungelsta"
147197,byggarbetare,"62, Byggnadsarbetare, Vendelsö"
263991,byggarbetare,"53, Byggnadsarbetare"
81724,byggarbetare,"75 år, Byggnadsarbetare, Bålsta"
81370,byggarbetare,"59 år, Byggnadsarbetare, Östervåla"
85823,byggarbetare,"25 år, Byggnadsarbetare, Östervåla"
85829,byggarbetare,"45 år, Byggnadsarbetare, Morgongåva"
85842,byggarbetare,"51 år, Byggnadsarbetare, Östervåla"
93474,byggarbetare,"63 år, Byggnadsarbetare, Karlholm"
110949,byggarbetare,"39 år, Byggnadsarbetare, Luthagen"
110277,byggarbetare,"70 år, Byggnadsarbetare"
146220,byggarbetare,"46, Byggnadsarbetare"
79790,byggarbetare,"54, byggnadsarbetare"
189017,byggarbetare,"byggnadsarbetare, 30 år"
140682,byggarbetare,byggnadsarbetare
149643,byggarbetare,"Byggnadsarbetare, Hagshult"
37173,byggarbetare,"31 år,Byggnadsarbetare,Jönköping"
126219,byggarbetare,"54, Byggnadsarbetare, Bodafors"
126228,byggarbetare,"60, Byggnadsarbetare, Sandsjöfors"
83264,byggarbetare,"64 år,Byggnadsarbetare,Dannäs"
231793,byggarbetare,"byggnadsarbetare, 31, Hov"
231815,byggarbetare,"byggnadsarbetare, 26, Öster"
176168,byggarbetare,"Byggnadsarbetare, 58 år"
230707,byggarbetare,"Byggnadsarbetare, Färjestaden, 48 år"
313802,byggarbetare,"59 år, byggnadsarbetare, Tvärskog"
32861,byggarbetare,"byggnadsarbetare, 71 år"
32873,byggarbetare,"byggnadsarbetare, 68 år"
296879,byggarbetare,"67 år, Byggnadsarbetare, Asarum"
268438,byggarbetare,"34, byggnadsarbetare, Norje"
112254,byggarbetare,"61 år, byggnadsarbetare"
124693,byggarbetare,byggnadsarbetare
34303,byggarbetare,"52 år, Byggnadsarbetare"
34319,byggarbetare,"69 år, Byggnadsarbetare"
85112,byggarbetare,"byggnadsarbetare, 34 år"
54050,byggarbetare,Byggnadsarbetare
54078,byggarbetare,Byggnadsarbetare
53802,byggarbetare,Byggnadsarbetare
50559,byggarbetare,"Byggnadsarbetare, 48 år"
50576,byggarbetare,"Byggnadsarbetare, 53 år"
24303,byggarbetare,"Byggnadsarbetare, 72 år, Förslöv"
66805,byggarbetare,"Byggnadsarbetare, 57"
39819,byggarbetare,"67 år, Byggnadsarbetare, Torup"
183152,byggarbetare,byggnadsarbetare
189936,byggarbetare,"45 år, byggnadsarbetare, Ödsmål"
248815,byggarbetare,"Byggnadsarbetare, Hunnebostrand"
43382,byggarbetare,"Byggnadsarbetare, 72 år, Hamburgsund"
137710,byggarbetare,"byggnadsarbetare, Floda"
49284,byggarbetare,"35 år, byggnadsarbetare, Hultafors"
49311,byggarbetare,"53 år, byggnadsarbetare, Töllsjö"
64323,byggarbetare,"43 år, Byggnadsarbetare, Lilla Edet"
49463,byggarbetare,"byggnadsarbetare, Tureborg"
49495,byggarbetare,"byggnadsarbetare, Tureborg"
68521,byggarbetare,"46 år, Byggnadsarbetare, Karlsruhe"
237413,byggarbetare,Byggnadsarbetare
101175,byggarbetare,"byggnadsarbetare, Centrum, 30 år"
11649,byggarbetare,"41 år, byggnadsarbetare, Åsaka"
174294,byggarbetare,Byggnadsarbetare
49996,byggarbetare,"41 år, Byggnadsarbetare"
43319,byggarbetare,"75 år, byggnadsarbetare"
125598,byggarbetare,"57, Byggnadsarbetare, Deje"
125598,byggarbetare,"57 år, Byggnadsarbetare, Deje"
27423,byggarbetare,"Byggnadsarbetare, Rössbyn"
27428,byggarbetare,"Byggnadsarbetare, Töcksfors"
115881,byggarbetare,"46, Byggnadsarbetare, Gräsmark"
37657,byggarbetare,"Byggnadsarbetare,59år,Hallsberg"
118896,byggarbetare,"69 år,Byggnadsarbetare"
65854,byggarbetare,"Byggnadsarbetare, Lindesberg, 53"
373885,byggarbetare,"59, byggnadsarbetare"
125935,byggarbetare,"31 år, Byggnadsarbetare, Smedjebacken"
29159,byggarbetare,"40 år, Byggnadsarbetare, Ilsbo"
488453,byggarbetare,"61, byggnadsarbetare, Söderhamn"
160991,byggarbetare,"54 år, Byggnadsarbetare, Kramfors"
199345,byggarbetare,"59 år, Byggnadsarbetare, Övre Åkulla"
157351,byggarbetare,"Byggnadsarbetare,Norsjö"
123155,byggarbetare,"byggnadsarbetare, Skelleftehamn, 44"
239975,byggarbetare,"byggnadsarbetare,Kalix"
94074,byggarbetare,byggnadsarbetare
344024,byggarbetare,byggnadsarbetare
225971,byggarbetare,"Sjöbo, Byggnadsarbetare, 20 år"
225972,byggarbetare,"Sjöbo, Byggnadsarbetare, 49 år"
27893,byggarbetare,"Hyllstofta, byggnadsarbetare"
101497,mentalskötare,"64, Mentalskötare, Odenslunda"
156626,mentalskötare,"70, Mentalskötare, Smedby"
154766,mentalskötare,Mentalskötare
164094,mentalskötare,"53, Mentalskötare, Terapeut, Kommunstyrelseordförande, Tibble"
155965,mentalskötare,"45, Mentalskötare"
317553,mentalskötare,"64, Märsta"
317553,mentalskötare,"64, Mentalskötare, Märsta"
138506,mentalskötare,"49, mentalskötare, Apalle"
198292,mentalskötare,"Mentalskötare,Katrineholm"
368283,mentalskötare,"59, mentalskötare, Olsfors"
47291,mentalskötare,"Mentalskötare, 72 år, Röfors"
26931,mentalskötare,"57 år, mentalskötare"
340221,mentalskötare,"Mentalskötare, 59"
26055,mentalskötare,"59, Mentalskötare, Överhörnäs"
24184,mentalskötare,"mentalskötare, Petikträsk"
91094,mentalskötare,"64, Alby, Mentalskötare"
202008,socionom,"56, Socionom, Centrala Väsby"
156622,socionom,"69, Socionom, Bollstanäs"
123877,socionom,"Socionom, Brunnby Vik"
123882,socionom,"Socionom, Runby"
216700,socionom,"28 år, Socionom, Prästgårdsmarken"
164490,socionom,"76, Socionom"
238635,socionom,"socionom, Österskär"
208838,socionom,"77, Socionom, Tjällmora"
246456,socionom,"Socionom, Jakobsberg"
246474,socionom,"Socionom, Järfälla"
20245,socionom,"35, Socionom"
217894,socionom,Socionom
217910,socionom,Socionom
154419,socionom,"74, Socionom, Väsby"
162435,socionom,"28, Socionom, Kvarnbergsplan"
162438,socionom,"65, Socionom, Stuvsta"
242842,socionom,"44 år, socionom"
147212,socionom,"48, Socionom, Tungelsta"
237385,socionom,"53, socionom"
182452,socionom,Socionom
198730,socionom,"75, Socionom, Krusboda"
155518,socionom,Socionom
155520,socionom,Socionom
164130,socionom,"72, Socionom, Tibble"
179327,socionom,Socionom
126507,socionom,"57, Socionom, Visinge"
94773,socionom,"44, Socionom, Skarpäng"
146357,socionom,"86, Socionom"
332420,socionom,"Socionom, Djursholm"
332423,socionom,"Socionom, Enebyberg"
119195,socionom,"74, Socionom, Skälby"
313936,socionom,"31, Socionom, Stockholm"
313944,socionom,"51, Socionom, Enskededalen"
312933,socionom,"27, Socionom, Spånga"
271094,socionom,"socionom, Spånga"
103084,socionom,"56, socionom, Södermalm"
20415,socionom,"72, Socionom"
194381,socionom,"Socionom, Bergvik, 55"
70619,socionom,"Socionom, Ritorp, 26"
155963,socionom,"33, Socionom"
349329,socionom,"42, Socionom, Lärare"
13905,socionom,"67, Socionom, Saltängen"
247578,socionom,"Socionom, 73 år, Eknäs"
67212,socionom,"70, socionom, Centrala Sundbyberg"
156830,socionom,"56, Socionom"
156849,socionom,"69, Socionom"
211826,socionom,"33 år, socionom, Skytteholm"
211830,socionom,"60 år, socionom, Bergshamra"
147966,socionom,"27, Socionom, Torsvik"
349841,socionom,"70 år, socionom"
183774,socionom,socionom
241895,socionom,"Socionom, 63 år, Vaxön"
23517,socionom,"49, Socionom, Vaxön"
45412,socionom,"socionom, 46, Bergshamra"
246827,socionom,"socionom, Gräddö"
108395,socionom,"42, Socionom, Norrtälje"
317567,socionom,"53, Sigtuna"
317567,socionom,"53, Socionom, Sigtuna"
212183,socionom,"43 år, socionom"
76930,socionom,"49, Socionom, Sorunda"
162536,socionom,"Socionom, Nynäshamn"
244841,socionom,"Socionom, 72, Sorunda"
134970,socionom,"72 år, Socionom, Väppeby"
392639,socionom,"Socionom, 75 år, Skutskär"
172725,socionom,"55 år, Socionom"
384726,socionom,"42, socionom, V Ängby"
384880,socionom,"68 år, Socionom, Heby"
480169,socionom,"socionom, Morgongåva"
180127,socionom,"50 år, socionom, Åkerby"
110973,socionom,"70 år, Socionom, Kapellgärdet"
382652,socionom,"Socionom, 28 år, Almunge"
395791,socionom,"64, socionom, Luthagen"
66763,socionom,"socionom, 83 år"
133950,socionom,"76 år, Socionom, Boglösa"
385661,socionom,"62, socionom, Hummelsta"
78555,socionom,"44 år, Socionom, Östhammar"
78566,socionom,"71 år, Socionom, Östhammar"
78575,socionom,"68 år, Socionom, Alunda"
54020,socionom,"72 år, socionom, Östhammar"
392772,socionom,"57 år, Socionom, Alunda"
383036,socionom,"60 år, Socionom, Österbybruk"
48725,socionom,"30, Socionom, Nyköping"
188663,socionom,"56 år, socionom, Flen"
104837,socionom,"socionom, Flen"
82771,socionom,"70 år, Socionom"
11419,socionom,"70, Socionom"
10148,socionom,"66 år, socionom, Eskilstuna"
59132,socionom,"65, Socionom"
32988,socionom,"74, Socionom, Torshälla"
32992,socionom,"59, Socionom, Eskilstuna"
79432,socionom,"71, Socionom, Mariefred"
79434,socionom,"70, Socionom, Stallarholmen"
79443,socionom,"73, Socionom, Stallarholmen"
40272,socionom,"Socionom, Boet"
95277,socionom,"34 år, socionom, Gusum"
267149,socionom,"socionom, 35 år"
267665,socionom,"socionom, 33 år"
251631,socionom,"Socionom, Ekholmen"
189611,socionom,"socionom, 80 år"
251758,socionom,"Socionom, Navestad"
250342,socionom,"socionom, 69 år"
34022,socionom,Socionom
103155,socionom,"65, Socionom, Motala"
31566,socionom,"58, socionom"
230793,socionom,"socionom, Lommaryd"
87019,socionom,"Socionom,Hillerstorp,32 år"
504203,socionom,"socionom, Gnosjö"
35534,socionom,"33 år,Socionom,Mullsjö"
311093,socionom,socionom
311094,socionom,socionom
123647,socionom,"65, Socionom, Övertorp, Mullsjö"
77794,socionom,"Socionom, Habo"
233332,socionom,"74 år, socionom, Habo"
167709,socionom,"socionom, Villstad"
