id,tvätt,tvätt2,valsedelsuppgift
216697,pensionär,pensionär,"74 år, Pensionär, Vilunda"
216711,pensionär,pensionär,"70 år, Pensionär, Vilunda"
164468,pensionär,pensionär,"67, Pensionär"
164471,pensionär,pensionär,"71, Pensionär"
164474,pensionär,pensionär,"72, Pensionär"
164484,pensionär,pensionär,"72, Pensionär"
164485,pensionär,pensionär,"78, Pensionär"
164486,pensionär,pensionär,"80, Pensionär"
164493,pensionär,pensionär,"79, Pensionär"
164494,pensionär,pensionär,"74, Pensionär"
164496,pensionär,pensionär,"87, Pensionär"
117879,pensionär,pensionär,"Pensionär, Össeby, 77 år"
117881,pensionär,pensionär,"Pensionär, Brottby, 64 år"
117891,pensionär,pensionär,"Pensionär, Vallentuna, 76 år"
113457,pensionär,pensionär,"68 år, pensionär, Kragstalund"
113460,pensionär,pensionär,"73 år, pensionär, Brottby"
94884,pensionär,pensionär,"69, Pensionär"
94888,pensionär,pensionär,"73, Pensionär"
94901,pensionär,pensionär,"71, Pensionär"
94904,pensionär,pensionär,"67, Pensionär"
94909,pensionär,pensionär,"82, Pensionär"
94911,pensionär,pensionär,"68, Pensionär"
94912,pensionär,pensionär,"79, Pensionär"
94913,pensionär,pensionär,"75, Pensionär"
67292,pensionär,pensionär,"pensionär, 70"
67296,pensionär,pensionär,"pensionär, 73"
23105,pensionär,pensionär,"70 år, Pensionär, Östra Kanalstaden"
23110,pensionär,pensionär,"71 år, Pensionär, Berga"
23113,pensionär,pensionär,"76 år, Pensionär, Söra"
20181,pensionär,pensionär,"85, Pensionär, Åkersberga"
281169,pensionär,pensionär,"77 år, Pensionär"
281171,pensionär,pensionär,"71 år, Pensionär"
281191,pensionär,pensionär,"65 år, Pensionär"
208844,pensionär,pensionär,"79, Pensionär, Farstadal"
208853,pensionär,pensionär,"74, Pensionär, Gustavsberg"
208859,pensionär,pensionär,"76, Pensionär, Vik"
208867,pensionär,pensionär,"68, Pensionär, Djurhamn"
171609,pensionär,pensionär,"76 år, Pensionär, Gustavsberg"
171619,pensionär,pensionär,"69 år, Pensionär, Mörtnäs"
163430,pensionär,pensionär,"76, Pensionär, Hemmesta"
254454,pensionär,pensionär,"pensionär, Lillängsdal, Ingarö"
350750,pensionär,pensionär,"pensionär, Hemmesta, Värmdö"
239387,pensionär,pensionär,Pensionär
239394,pensionär,pensionär,Pensionär
25472,pensionär,pensionär,"66, Pensionär, Värmdö"
25483,pensionär,pensionär,"69, Pensionär, Ingarö"
25485,pensionär,pensionär,"77, Pensionär, Värmdö"
150484,pensionär,pensionär,"70, pensionär, Djurhamn"
166351,pensionär,pensionär,"67, pensionär, Värmdö"
166364,pensionär,pensionär,"73, pensionär, Värmdö"
217254,pensionär,pensionär,Pensionär
217256,pensionär,pensionär,Pensionär
217260,pensionär,pensionär,Pensionär
217261,pensionär,pensionär,Pensionär
217263,pensionär,pensionär,Pensionär
217264,pensionär,pensionär,Pensionär
154767,pensionär,pensionär,Pensionär
154768,pensionär,pensionär,Pensionär
154769,pensionär,pensionär,Pensionär
246479,pensionär,pensionär,"Pensionär, Barkarby"
158641,pensionär,pensionär,"67, Pensionär"
217907,pensionär,pensionär,Pensionär
217908,pensionär,pensionär,Pensionär
217912,pensionär,pensionär,Pensionär
217914,pensionär,pensionär,Pensionär
92306,pensionär,pensionär,"66, Pensionär, Stenhamra"
92319,pensionär,pensionär,"69, Pensionär, Älvnäs"
92322,pensionär,pensionär,"71, Pensionär, Skå"
154410,pensionär,pensionär,"77, Pensionär, Enlunda"
217745,pensionär,pensionär,Pensionär
217750,pensionär,pensionär,Pensionär
217748,pensionär,pensionär,Pensionär
194890,pensionär,pensionär,"69, Pensionär, Visättra"
194895,pensionär,pensionär,"73, Pensionär, Visättra"
96798,pensionär,pensionär,"75, Pensionär, Skogås"
194922,pensionär,pensionär,"64, Pensionär, Trångsund"
180085,pensionär,pensionär,"72, Pensionär, Hörningsnäs"
194931,pensionär,pensionär,"70, Pensionär, Segeltorp"
194938,pensionär,pensionär,"76, Pensionär, Flemingsberg"
121208,pensionär,pensionär,"78, Pensionär, Skogås"
121209,pensionär,pensionär,"76, Pensionär, Sjödalen"
121217,pensionär,pensionär,"78, Pensionär, Trångsund"
121219,pensionär,pensionär,"81, Pensionär, Stuvsta"
121221,pensionär,pensionär,"77, Pensionär, Skogås"
121222,pensionär,pensionär,"74, Pensionär, Trångsund"
121223,pensionär,pensionär,"81, Pensionär, Sjödalen"
162446,pensionär,pensionär,"73, Pensionär, Huddinge"
162447,pensionär,pensionär,"70, Pensionär, Solgård"
162452,pensionär,pensionär,"71, Pensionär, Segeltorp"
254130,pensionär,pensionär,"pensionär, 77 år, Segeltorp"
254136,pensionär,pensionär,"pensionär, 79 år, Balingsnäs"
254139,pensionär,pensionär,"pensionär, 76 år, Segeltorp"
254141,pensionär,pensionär,"pensionär, 78 år, Skogås"
254142,pensionär,pensionär,"pensionär, 79 år, Balingsnäs"
254144,pensionär,pensionär,"pensionär, 73 år, Länna"
105292,pensionär,pensionär,"Pensionär, Skogås"
77832,pensionär,pensionär,"pensionär, Flemingsberg"
77835,pensionär,pensionär,"pensionär, Visättra"
77836,pensionär,pensionär,"pensionär, Vårby"
145729,pensionär,pensionär,"Pensionär, Tumba"
145730,pensionär,pensionär,"Pensionär, Alby"
149441,pensionär,pensionär,"Pensionär, Alby"
149445,pensionär,pensionär,"Pensionär, Tumba"
149451,pensionär,pensionär,"Pensionär, Alby"
67081,pensionär,pensionär,"pensionär, 71, Tumba"
67083,pensionär,pensionär,"pensionär, 66, Tumba"
242854,pensionär,pensionär,"76 år, pensionär, sjuksköterska"
147167,pensionär,pensionär,"69, Pensionär, Västerhaninge"
147174,pensionär,pensionär,"70, Pensionär, Brandbergen"
147180,pensionär,pensionär,"56, Pensionär, Brandbergen"
147184,pensionär,pensionär,"65, Pensionär, Muskö"
147186,pensionär,pensionär,"68, Pensionär, Handen"
147188,pensionär,pensionär,"68, Pensionär, Handen"
147190,pensionär,pensionär,"74, Pensionär, Handen"
147199,pensionär,pensionär,"66, Pensionär, Brandbergen"
147201,pensionär,pensionär,"73, Pensionär, Brandbergen"
147204,pensionär,pensionär,"73, Pensionär, Vendelsö"
147211,pensionär,pensionär,"67, Pensionär, Jordbro"
147217,pensionär,pensionär,"73, Pensionär, Handen"
147218,pensionär,pensionär,"69, Pensionär, Ornö"
162117,pensionär,pensionär,"68, Pensionär, Handen"
262034,pensionär,pensionär,"Pensionär, 72, Brandbergen"
262499,pensionär,pensionär,"Pensionär, 64, Brandbergen"
22830,pensionär,pensionär,"67, Pensionär, Vendelsömalm"
22839,pensionär,pensionär,"73, Pensionär, Muskö"
107064,pensionär,pensionär,"74, Pensionär, Jordbro"
107065,pensionär,pensionär,"74, Pensionär, Tungelsta"
107066,pensionär,pensionär,"74, Pensionär, Västerhaninge"
107068,pensionär,pensionär,"67, Pensionär, Jordbro"
107070,pensionär,pensionär,"79, Pensionär, Haninge"
107075,pensionär,pensionär,"78, Pensionär, Tungelsta"
182460,pensionär,pensionär,Pensionär
182465,pensionär,pensionär,Pensionär
182467,pensionär,pensionär,Pensionär
182468,pensionär,pensionär,Pensionär
198699,pensionär,pensionär,"75, Pensionär, Krusboda"
198703,pensionär,pensionär,"70, Pensionär, Farmarstigen"
198711,pensionär,pensionär,"79, Pensionär, Bollmora"
198718,pensionär,pensionär,"73, Pensionär, Bollmora"
198720,pensionär,pensionär,"72, Pensionär, Fårdala"
198727,pensionär,pensionär,"70, Pensionär, Strand"
97090,pensionär,pensionär,"73, Pensionär, Krusboda"
198739,pensionär,pensionär,"76, Pensionär, Bollmora"
198740,pensionär,pensionär,"75, Pensionär, Hanviken"
198745,pensionär,pensionär,"79, Pensionär, Gudö"
155514,pensionär,pensionär,Pensionär
155522,pensionär,pensionär,Pensionär
23395,pensionär,pensionär,"70, Pensionär, Tyresö Centrum"
164112,pensionär,pensionär,"76, Pensionär, Rättarboda"
164115,pensionär,pensionär,"75, Pensionär, Tibble"
164123,pensionär,pensionär,"75, Pensionär, Tibble"
164127,pensionär,pensionär,"72, Pensionär, Bro"
164129,pensionär,pensionär,"73, Pensionär, Bro"
164131,pensionär,pensionär,"77, Pensionär, Bro"
164136,pensionär,pensionär,"79, Pensionär, Tibble"
164137,pensionär,pensionär,"75, Pensionär, Ålsta"
179333,pensionär,pensionär,Pensionär
260706,pensionär,pensionär,"Pensionär, Kungsängen"
25169,pensionär,pensionär,"Pensionär, Kungsängen"
67275,pensionär,pensionär,"65, pensionär, Bro"
163649,pensionär,pensionär,Pensionär
439179,pensionär,pensionär,pensionär
439181,pensionär,pensionär,pensionär
126511,pensionär,pensionär,"75, Pensionär, Hägernäs"
71166,pensionär,pensionär,"Pensionär, Täby kyrkby"
164169,pensionär,pensionär,"76, Pensionär"
15034,pensionär,pensionär,"Pensionär, Västra Vallabrink, 76 år"
15044,pensionär,pensionär,"Pensionär, Grindtorp, 73 år"
15048,pensionär,pensionär,"Pensionär, Täby Centrum, 70 år"
94768,pensionär,pensionär,"72, Pensionär, Grindtorp"
94787,pensionär,pensionär,"74, Pensionär, Täby Centrum"
81576,pensionär,pensionär,"Pensionär, Hägernäs"
215963,pensionär,pensionär,pensionär
215966,pensionär,pensionär,pensionär
215967,pensionär,pensionär,pensionär
186722,pensionär,pensionär,"Pensionär, Djursholm"
113291,pensionär,pensionär,Pensionär
182152,pensionär,pensionär,pensionär
119197,pensionär,pensionär,"78, Pensionär, Norrviken"
119201,pensionär,pensionär,"73, Pensionär, Edsberg"
149200,pensionär,pensionär,Pensionär
139842,pensionär,pensionär,"Pensionär, Tureberg, 75 år"
139856,pensionär,pensionär,"Pensionär, Töjnan, 79 år"
139858,pensionär,pensionär,"Pensionär, Tureberg, 73 år"
106627,pensionär,pensionär,"Pensionär, Fågelsången"
106628,pensionär,pensionär,"Pensionär, Viby"
67178,pensionär,pensionär,pensionär
67183,pensionär,pensionär,pensionär
67186,pensionär,pensionär,pensionär
212321,pensionär,pensionär,pensionär
277067,pensionär,pensionär,"pensionär, Södermalm"
265978,pensionär,pensionär,"pensionär, Södermalm"
280721,pensionär,pensionär,"pensionär, Norrmalm"
281802,pensionär,pensionär,"pensionär, Hagsätra"
281809,pensionär,pensionär,"pensionär, Gubbängen"
282473,pensionär,pensionär,"pensionär, Bredäng"
377680,pensionär,pensionär,"pensionär, Hässelby"
104347,pensionär,pensionär,"65, pensionär, Enskede"
109214,pensionär,pensionär,"71, pensionär, Skärholmen"
13853,pensionär,pensionär,"66, Pensionär"
13838,pensionär,pensionär,"72, Pensionär"
20489,pensionär,pensionär,"68, Pensionär"
20511,pensionär,pensionär,"66, Pensionär"
20597,pensionär,pensionär,"69, Pensionär"
263984,pensionär,pensionär,"67, Pensionär"
263985,pensionär,pensionär,"77, Pensionär"
194390,pensionär,pensionär,"Pensionär, Glasberga, 76"
194424,pensionär,pensionär,"Pensionär, Centrum, 70"
194435,pensionär,pensionär,"Pensionär, Södra, 72"
194439,pensionär,pensionär,"Pensionär, Bergvik, 77"
118564,pensionär,pensionär,"pensionär, Södertälje, 72 år"
37439,pensionär,pensionär,pensionär
37446,pensionär,pensionär,pensionär
37448,pensionär,pensionär,pensionär
12820,pensionär,pensionär,Pensionär
20617,pensionär,pensionär,Pensionär
20625,pensionär,pensionär,Pensionär
20628,pensionär,pensionär,Pensionär
20630,pensionär,pensionär,Pensionär
67222,pensionär,pensionär,"Pensionär, 73"
67241,pensionär,pensionär,"Pensionär, 68"
215520,pensionär,pensionär,Pensionär
215532,pensionär,pensionär,Pensionär
215534,pensionär,pensionär,Pensionär
215540,pensionär,pensionär,Pensionär
215541,pensionär,pensionär,Pensionär
215543,pensionär,pensionär,Pensionär
215545,pensionär,pensionär,Pensionär
215548,pensionär,pensionär,Pensionär
215549,pensionär,pensionär,Pensionär
215551,pensionär,pensionär,Pensionär
215555,pensionär,pensionär,Pensionär
215558,pensionär,pensionär,Pensionär
120805,pensionär,pensionär,"78 år, Pensionär, Igelboda"
86916,pensionär,pensionär,"65 år, Pensionär, Älta"
67100,pensionär,pensionär,"56, pensionär, Saltsjö-Boo"
67104,pensionär,pensionär,"73, pensionär, Nacka"
67106,pensionär,pensionär,"64, pensionär, Nacka"
332354,pensionär,pensionär,"72 år, pensionär, Älta"
196650,pensionär,pensionär,"76 år, pensionär, Boo Gård"
157104,pensionär,pensionär,"67, Pensionär, Centrala Sbg"
157110,pensionär,pensionär,"69, Pensionär, Lilla Alby"
22978,pensionär,pensionär,"68, Pensionär"
23605,pensionär,pensionär,"72, Pensionär"
23613,pensionär,pensionär,"66, Pensionär"
23615,pensionär,pensionär,"72, Pensionär"
23629,pensionär,pensionär,"66, Pensionär"
67201,pensionär,pensionär,"72, pensionär, Centrala Sundbyberg"
213662,pensionär,pensionär,"67 år, pensionär, Centrala Sundbyberg"
213672,pensionär,pensionär,"66 år, pensionär, Lilla Alby"
213679,pensionär,pensionär,"65 år, pensionär, Rissne"
213684,pensionär,pensionär,"68 år, pensionär, Storskogen"
213686,pensionär,pensionär,"68 år, pensionär, Hallonbergen"
213694,pensionär,pensionär,"71 år, pensionär, Rissne"
213695,pensionär,pensionär,"68 år, pensionär, Rissne"
156847,pensionär,pensionär,"76, Pensionär"
156851,pensionär,pensionär,"76, Pensionär"
77999,pensionär,pensionär,"63 år, pensionär, Frösunda"
78003,pensionär,pensionär,"68 år, pensionär, Huvudsta"
78014,pensionär,pensionär,"81 år, pensionär, Skytteholm"
155032,pensionär,pensionär,"72, Pensionär"
155041,pensionär,pensionär,"69, Pensionär"
219249,pensionär,pensionär,"Pensionär, Råsunda"
219261,pensionär,pensionär,"Pensionär, Solna Centrum"
219266,pensionär,pensionär,"Pensionär, Bergshamra"
24979,pensionär,pensionär,"75, Pensionär"
24996,pensionär,pensionär,"77, Pensionär"
25007,pensionär,pensionär,"70, Pensionär"
67195,pensionär,pensionär,"65 år, pensionär, Skytteholm"
211823,pensionär,pensionär,"74 år, pensionär, Bergshamra"
211824,pensionär,pensionär,"73 år, pensionär, Bergshamra"
211844,pensionär,pensionär,"83 år, pensionär, Huvudsta"
211848,pensionär,pensionär,"79 år, pensionär, Bagartorp"
147971,pensionär,pensionär,"69, Pensionär, Skärsätra"
147972,pensionär,pensionär,"80, Pensionär, Högsätra"
147975,pensionär,pensionär,"69, Pensionär, Skärsätra"
97101,pensionär,pensionär,"76, Pensionär, Högsätra"
147980,pensionär,pensionär,"72, Pensionär, Skärsätra"
147984,pensionär,pensionär,"76, Pensionär, Näset"
147989,pensionär,pensionär,"82, Pensionär, Larsberg"
147990,pensionär,pensionär,"73, Pensionär, Näset"
147996,pensionär,pensionär,"71, Pensionär, Skärsätra"
147998,pensionär,pensionär,"87, Pensionär, Näset"
148000,pensionär,pensionär,"71, Pensionär, Larsberg"
148001,pensionär,pensionär,"67, Pensionär, Bo"
148005,pensionär,pensionär,"66, Pensionär, Skärsätra"
148007,pensionär,pensionär,"81, Pensionär, Bodal"
148010,pensionär,pensionär,"80, Pensionär, Högsätra"
110766,pensionär,pensionär,"74, Pensionär, Skärsätra"
110767,pensionär,pensionär,"84, Pensionär, Käppala"
110769,pensionär,pensionär,"81, Pensionär, Skärsätra"
110771,pensionär,pensionär,"77, Pensionär, Mosstorp"
110774,pensionär,pensionär,"77, Pensionär, Näset"
162863,pensionär,pensionär,"73, Pensionär, Näset"
162883,pensionär,pensionär,"77, Pensionär, Näset"
349835,pensionär,pensionär,"65 år, pensionär"
13070,pensionär,pensionär,"71, Pensionär, Högsätra"
13071,pensionär,pensionär,"74, Pensionär, Herserud"
13074,pensionär,pensionär,"74, Pensionär, Sticklinge"
13076,pensionär,pensionär,"70, Pensionär, Högsätra"
183775,pensionär,pensionär,pensionär
183777,pensionär,pensionär,pensionär
67306,pensionär,pensionär,pensionär
78437,pensionär,pensionär,"75 år, Pensionär, Häverödal"
246837,pensionär,pensionär,"pensionär, Norrtälje"
246842,pensionär,pensionär,"pensionär, Norrtälje"
246843,pensionär,pensionär,"pensionär, Bergshamra"
67120,pensionär,pensionär,"75 år, pensionär, Spillersboda"
67134,pensionär,pensionär,"74 år, pensionär, Grovstanäs"
67135,pensionär,pensionär,"77 år, pensionär, Rö"
67136,pensionär,pensionär,"77 år, pensionär, Bergshamra"
67137,pensionär,pensionär,"77 år, pensionär, Bergshamra"
317525,pensionär,pensionär,"80, Märsta"
317525,pensionär,pensionär,"80, Pensionär, Märsta"
101496,pensionär,pensionär,"76, Märsta Landsbygd"
101496,pensionär,pensionär,"76, Pensionär, Landsbygd"
317534,pensionär,pensionär,"79, Sigtuna"
317534,pensionär,pensionär,"79, Pensionär, Sigtuna"
317546,pensionär,pensionär,"71, Valsta"
317546,pensionär,pensionär,"71, Pensionär, Valsta"
317548,pensionär,pensionär,"65, Märsta"
317548,pensionär,pensionär,"65, Pensionär, Märsta"
317552,pensionär,pensionär,"67, Märsta"
317552,pensionär,pensionär,"67, Pensionär, Märsta"
317556,pensionär,pensionär,"72, Märsta"
317556,pensionär,pensionär,"72, Pensionär, Märsta"
317558,pensionär,pensionär,"72, Valsta"
317558,pensionär,pensionär,"72, Pensionär, Valsta"
317559,pensionär,pensionär,"76, Rosersberg"
317559,pensionär,pensionär,"76, Pensionär, Rosersberg"
317561,pensionär,pensionär,"77, Sigtuna"
317561,pensionär,pensionär,"77, Pensionär, Sigtuna"
317564,pensionär,pensionär,"74, Valsta"
317564,pensionär,pensionär,"74, Pensionär, Valsta"
317566,pensionär,pensionär,"74, Rosersberg"
317566,pensionär,pensionär,"74, Pensionär, Rosersberg"
317565,pensionär,pensionär,"73, Sigtuna"
317565,pensionär,pensionär,"73, Pensionär, Sigtuna"
317568,pensionär,pensionär,"80, Sigtuna"
317568,pensionär,pensionär,"80, Pensionär, Sigtuna"
317570,pensionär,pensionär,"75, Valsta"
317570,pensionär,pensionär,"75, Pensionär, Valsta"
291413,pensionär,pensionär,"69 år, Pensionär, Rosersberg"
291421,pensionär,pensionär,"78 år, Pensionär, Skepptuna"
158573,pensionär,pensionär,"Pensionär, Märsta"
13575,pensionär,pensionär,"79, Pensionär, Fd avdelningschef"
13581,pensionär,pensionär,"82, Pensionär"
13586,pensionär,pensionär,"79, Pensionär"
25432,pensionär,pensionär,"66, Pensionär"
25434,pensionär,pensionär,"70, Pensionär"
25455,pensionär,pensionär,"81, Pensionär"
25458,pensionär,pensionär,"79, Pensionär"
25463,pensionär,pensionär,"83, Pensionär"
25465,pensionär,pensionär,"70, Pensionär"
25466,pensionär,pensionär,"77, Pensionär"
212194,pensionär,pensionär,"82 år, pensionär"
212195,pensionär,pensionär,"86 år, pensionär"
212197,pensionär,pensionär,"64 år, pensionär"
171290,pensionär,pensionär,"70, Pensionär, Nynäshamn"
171295,pensionär,pensionär,"73, Pensionär, Nynäshamn"
171313,pensionär,pensionär,"69, Pensionär, Ösmo"
171319,pensionär,pensionär,"79, Pensionär, Ösmo"
171322,pensionär,pensionär,"77, Pensionär, Nynäshamn"
171324,pensionär,pensionär,"70, Pensionär, Nynäshamn"
171327,pensionär,pensionär,"71, Pensionär, Nynäshamn"
171328,pensionär,pensionär,"71, Pensionär, Nynäshamn"
171329,pensionär,pensionär,"78, Pensionär, Nynäshamn"
171331,pensionär,pensionär,"77, Pensionär, Nynäshamn"
171332,pensionär,pensionär,"79, Pensionär, Nynäshamn"
171333,pensionär,pensionär,"71, Pensionär, Nynäshamn"
171334,pensionär,pensionär,"84, Pensionär, Nynäshamn"
113757,pensionär,pensionär,"84, Pensionär, Ösmo"
113758,pensionär,pensionär,"80, Pensionär, Sorunda"
20285,pensionär,pensionär,"Pensionär, Ösmo"
20287,pensionär,pensionär,"Pensionär, Nynäshamn"
20290,pensionär,pensionär,"Pensionär, Nynäshamn"
184914,pensionär,pensionär,"pensionär, 75 år"
81737,pensionär,pensionär,"68 år, Pensionär, Bålsta"
81740,pensionär,pensionär,"78 år, Pensionär, Bålsta"
81741,pensionär,pensionär,"70 år, Pensionär, Bålsta"
81743,pensionär,pensionär,"73 år, Pensionär, Bålsta"
81745,pensionär,pensionär,"69 år, Pensionär, Bålsta"
81756,pensionär,pensionär,"79 år, Pensionär, Bålsta"
362308,pensionär,pensionär,"69, Pensionär, Bålsta"
384936,pensionär,pensionär,"Pensionär, Övergran"
138510,pensionär,pensionär,"78, pensionär, Bålsta"
178125,pensionär,pensionär,"71, pensionär, Bålsta"
385024,pensionär,pensionär,"68, pensionär, Bålsta"
385025,pensionär,pensionär,"64, pensionär, Skokloster"
155422,pensionär,pensionär,"pensionär,  Skutskär"
155423,pensionär,pensionär,"pensionär, Älvkarleby"
138373,pensionär,pensionär,"74 år, Pensionär, Skutskär"
121420,pensionär,pensionär,"68 år, Pensionär"
121423,pensionär,pensionär,"75 år, Pensionär"
81376,pensionär,pensionär,"76 år, Pensionär"
121436,pensionär,pensionär,"69 år, Pensionär"
121441,pensionär,pensionär,"79 år, Pensionär"
121446,pensionär,pensionär,"70 år, Pensionär"
172734,pensionär,pensionär,"79 år, Pensionär"
382664,pensionär,pensionär,"Pensionär, 75 år, Husby-Långhundra"
135026,pensionär,pensionär,"68 år, Pensionär, Knivsta"
135040,pensionär,pensionär,"72 år, pensionär, Knivsta"
135042,pensionär,pensionär,"68 år, Pensionär, Vassunda"
384720,pensionär,pensionär,"66, pensionär, Spakbacken"
384735,pensionär,pensionär,"68, pensionär, Långhundra"
85803,pensionär,pensionär,"66 år, Pensionär, Tärnsjö"
85815,pensionär,pensionär,"71 år, Pensionär, Heby"
85816,pensionär,pensionär,"70 år, Pensionär, Heby"
85821,pensionär,pensionär,"70 år, Pensionär, Östervåla"
85825,pensionär,pensionär,"75 år, Pensionär, Buckarby"
85826,pensionär,pensionär,"63 år, Pensionär, Tärnsjö"
85835,pensionär,pensionär,"68 år, Pensionär, Östervåla"
85836,pensionär,pensionär,"73 år, Pensionär, Heby"
157839,pensionär,pensionär,"67 år, pensionär, Huddunge"
157841,pensionär,pensionär,"67 år, pensionär, Vittinge"
157851,pensionär,pensionär,"68 år, pensionär, Östa, Tärnsjö"
157857,pensionär,pensionär,"76 år, pensionär, Huddunge"
364023,pensionär,pensionär,"65, Pensionär, Tärnsjö"
53815,pensionär,pensionär,"Pensionär, 73 år"
138057,pensionär,pensionär,"75, pensionär, Huddunge"
138073,pensionär,pensionär,"76, pensionär, Runhällen"
480172,pensionär,pensionär,"pensionär, Vittinge"
480173,pensionär,pensionär,"pensionär, Heby"
93482,pensionär,pensionär,"63 år, Pensionär, Hållnäs"
93499,pensionär,pensionär,"74 år, Pensionär, Tierp"
93501,pensionär,pensionär,"75 år, Pensionär, Tierp"
93503,pensionär,pensionär,"70 år, Pensionär, Karlholm"
93504,pensionär,pensionär,"77 år, Pensionär, Tierp"
93508,pensionär,pensionär,"66 år, Pensionär, Örbyhus"
93509,pensionär,pensionär,"70 år, Pensionär, Söderfors"
93514,pensionär,pensionär,"74 år, Pensionär, Söderfors"
93515,pensionär,pensionär,"71 år, Pensionär, Tierp"
93517,pensionär,pensionär,"65 år, Pensionär, Örbyhus"
93519,pensionär,pensionär,"69 år, Pensionär, Hållnäs"
180121,pensionär,pensionär,"74 år, pensionär, Tierp"
180125,pensionär,pensionär,"73 år, pensionär, Hållnäs"
180130,pensionär,pensionär,"71 år, pensionär, Valla"
180131,pensionär,pensionär,"74 år, pensionär, Tierp"
135084,pensionär,pensionär,"71 år, Pensionär, Skärplinge"
138091,pensionär,pensionär,"64 år, pensionär, Tobo"
110964,pensionär,pensionär,"67 år, Pensionär, Fålhagen"
152234,pensionär,pensionär,"76 år, Pensionär, Gamla Uppsala"
165658,pensionär,pensionär,"64 år, pensionär, Almunge"
165678,pensionär,pensionär,"73 år, pensionär, redovisningskonsult, Kvarngärdet"
367148,pensionär,pensionär,"70, Pensionär, Uppsala"
385082,pensionär,pensionär,"Pensionär, 71, Stabby"
132915,pensionär,pensionär,"70 år, Pensionär, Uppsala"
135125,pensionär,pensionär,"68 år, Pensionär, Uppsala"
135132,pensionär,pensionär,"68 år, Pensionär, Uppsala"
395788,pensionär,pensionär,"70, pensionär, Järlåsa"
395797,pensionär,pensionär,"65, pensionär, Luthagen"
81371,pensionär,pensionär,"68 år, Pensionär"
110291,pensionär,pensionär,"78 år, Pensionär"
110295,pensionär,pensionär,"68 år, Pensionär"
101156,pensionär,pensionär,"67 år, Pensionär"
110302,pensionär,pensionär,"67 år, Pensionär"
110307,pensionär,pensionär,"71 år, Pensionär"
101149,pensionär,pensionär,"65 år, Pensionär"
110313,pensionär,pensionär,"68 år, Pensionär"
202294,pensionär,pensionär,"66 år, pensionär, Enköping"
66762,pensionär,pensionär,"pensionär, tidigare lärare, 72 år"
188077,pensionär,pensionär,"pensionär, 67 år"
66771,pensionär,pensionär,"pensionär, 83 år"
384636,pensionär,pensionär,"Pensionär, Svinnegarn"
133943,pensionär,pensionär,"72 år, Pensionär, Veckholm"
385663,pensionär,pensionär,"71, pensionär, Enköping"
385664,pensionär,pensionär,"71, pensionär, Enköping"
78558,pensionär,pensionär,"71 år, Pensionär, Alunda"
78561,pensionär,pensionär,"70 år, Pensionär, Alunda"
78564,pensionär,pensionär,"68 år, Pensionär, Gräsö"
78565,pensionär,pensionär,"68 år, Pensionär, Österbybruk"
78567,pensionär,pensionär,"61 år, Pensionär, Östhammar"
78568,pensionär,pensionär,"70 år, Pensionär, Gimo"
78572,pensionär,pensionär,"64 år, Pensionär, Dannemora"
78578,pensionär,pensionär,"65 år, Pensionär, Gräsö"
78586,pensionär,pensionär,"73 år, Pensionär, Gimo"
78596,pensionär,pensionär,"69 år, Pensionär, Östhammar"
365234,pensionär,pensionär,"67, Pensionär, Alunda"
54021,pensionär,pensionär,"68 år, pensionär, Österbybruk"
54023,pensionär,pensionär,"82 år, pensionär, Österbybruk"
54024,pensionär,pensionär,"81 år, pensionär, Östhammar"
392774,pensionär,pensionär,"70 år, Pensionär, Östhammar"
392778,pensionär,pensionär,"68 år, Pensionär, Hargshamn"
135340,pensionär,pensionär,"Pensionär, Söderön"
197700,pensionär,pensionär,"74 år, Pensionär,Kåsta"
198752,pensionär,pensionär,"66år,Pensionär,Österåker"
198756,pensionär,pensionär,"72år,Pensionär,Vingåker"
79550,pensionär,pensionär,"68 år, pensionär"
12934,pensionär,pensionär,"70, Pensionär"
12935,pensionär,pensionär,"70, Pensionär"
12936,pensionär,pensionär,"79, Pensionär"
12937,pensionär,pensionär,"70, Pensionär"
12940,pensionär,pensionär,"71, Pensionär"
12941,pensionär,pensionär,"74, Pensionär"
12942,pensionär,pensionär,"69, Pensionär"
186304,pensionär,pensionär,"pensionär, Stjärnhov"
97051,pensionär,pensionär,pensionär
23652,pensionär,pensionär,"67, Pensionär, Stjärnhov"
23654,pensionär,pensionär,"81, Pensionär, Malmsjöstugan"
34026,pensionär,pensionär,"71, Pensionär, Gnesta"
34038,pensionär,pensionär,"67, Pensionär, Gnesta"
34039,pensionär,pensionär,"70, Pensionär, Björnlunda"
2189,pensionär,pensionär,"pensionär, 70"
2409,pensionär,pensionär,"pensionär, 72"
2204,pensionär,pensionär,"pensionär, 77"
2419,pensionär,pensionär,"pensionär, 81"
167506,pensionär,pensionär,"66 år, pensionär"
16075,pensionär,pensionär,"59, Pensionär, Nyköping"
16076,pensionär,pensionär,"61, Pensionär, Stigtomta"
16079,pensionär,pensionär,"62, Pensionär, Horn"
16082,pensionär,pensionär,"70, Pensionär, Tystberga"
48733,pensionär,pensionär,"71, Pensionär, Nyköping"
48741,pensionär,pensionär,"71, Pensionär, Nyköping"
48742,pensionär,pensionär,"72, Pensionär, Nyköping"
48744,pensionär,pensionär,"88, Pensionär, Nyköping"
198539,pensionär,pensionär,"88 år,Pensionär, Oxelösund"
