id,tvätt,tvätt2,valsedelsuppgift
202001,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"44, Kommunstyrelsens ordförande, Centrala Väsby"
22973,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"32, Kommunstyrelsens ordförande"
132918,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"49 år, Kommunstyrelsens ordförande, Knivsta"
1662,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"46 år, Kommunstyrelsens ordförande, Gnosjö"
56788,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"63 år, kommunstyrelsens ordförande, Hofterup"
66434,kommunstyrelsens ordförande,kommunstyrelsens ordförande,Kommunstyrelsens ordförande
253982,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"54 år, Kommunstyrelsens ordförande"
627,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"59 år, Kommunstyrelsens ordförande"
93520,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"61 år, Kommunstyrelsens ordförande"
180052,kommunstyrelsens ordförande,kommunstyrelsens ordförande,"49, Kallhäll, Kommunstyrelsens ordförande"
202002,försäljningsansvarig,säljare,"53, Försäljningschef, Bollstanäs"
67278,försäljningsansvarig,säljare,"försäljningschef, Odenslunda"
94905,försäljningsansvarig,säljare,"38, Försäljningschef"
20248,försäljningsansvarig,säljare,Försäljningschef
126512,försäljningsansvarig,säljare,"59, Försäljningschef, Hägernäs"
97066,försäljningsansvarig,säljare,försäljningschef
196499,försäljningsansvarig,säljare,"67år, Försäljningschef, Strängnäs"
200860,försäljningsansvarig,säljare,"46 år, försäljningschef"
24379,försäljningsansvarig,säljare,"47 år, Försäljningschef, Norrköping"
249751,försäljningsansvarig,säljare,"försäljningschef, 53 år, Östra Tollstad"
72183,försäljningsansvarig,säljare,"Försäljningschef, Aneby"
77799,försäljningsansvarig,säljare,"Försäljningschef, Habo"
77634,försäljningsansvarig,säljare,"Försäljningschef, Gislaved"
37183,försäljningsansvarig,säljare,"56 år,Försäljningschef,Jönköping"
137856,försäljningsansvarig,säljare,"61 år, Försäljningschef, Nässjö"
68886,försäljningsansvarig,säljare,"53 år, Försäljningschef, Vetlanda"
218953,försäljningsansvarig,säljare,"41 år, Försäljningschef"
218956,försäljningsansvarig,säljare,"50 år, Försäljningschef"
46243,försäljningsansvarig,säljare,"38 år, Försäljningschef, Tingsryd"
329298,försäljningsansvarig,säljare,"61 år, försäljningschef, Solstadström"
119614,försäljningsansvarig,säljare,"54, Försäljningschef, Kågeröd"
60925,försäljningsansvarig,säljare,"42 år, försäljningschef, Svedala"
63157,försäljningsansvarig,säljare,"46 år, försäljningschef, Åstorp"
63181,försäljningsansvarig,säljare,"48 år, försäljningschef, Åstorp"
52515,försäljningsansvarig,säljare,"48 år, försäljningschef, Båstad"
56923,försäljningsansvarig,säljare,"49 år, försäljningschef, Landskrona"
81221,försäljningsansvarig,säljare,"51, Försäljningschef, Ängelholm"
29610,försäljningsansvarig,säljare,"46 år, Försäljningschef, Steninge"
240622,försäljningsansvarig,säljare,"65 år, Försäljningschef, Falkenberg"
158814,försäljningsansvarig,säljare,"62 år, försäljningschef, Trönninge"
193034,försäljningsansvarig,säljare,"50, Försäljningschef"
255669,försäljningsansvarig,säljare,"Försäljningschef, Moholm"
24122,försäljningsansvarig,säljare,"53 år, försäljningschef, Stråningstorp"
9978,försäljningsansvarig,säljare,Försäljningschef
168331,försäljningsansvarig,säljare,"53 år, försäljningschef, Valbo"
17559,försäljningsansvarig,säljare,"försäljningschef, 37 år, Sollefteå"
252652,försäljningsansvarig,säljare,"63 år, Försäljningschef, Strömsund"
67706,försäljningsansvarig,säljare,"38, försäljningschef, Brån"
181974,försäljningsansvarig,säljare,"Försäljningschef, Tärendö"
27892,försäljningsansvarig,säljare,"Klippan, försäljningschef"
202003,studerande,studerande,"39, Student, Grimsta"
202014,studerande,studerande,"24, Student, Bollstanäs"
104756,studerande,studerande,"23, Student"
216690,studerande,studerande,"22 år, Student, Centrum"
216707,studerande,studerande,"18 år, Student, Odenslunda"
67301,studerande,studerande,"student, 19"
208822,studerande,studerande,"24, Student, Ängsvik"
208846,studerande,studerande,"25, Student, Björnkärret"
208848,studerande,studerande,"18, Student, Hästhagen"
208857,studerande,studerande,"19, Student, Gustavsbergs hamn"
25475,studerande,studerande,"24, Student, Gustavsberg"
25478,studerande,studerande,"21, Student, Ingarö"
246463,studerande,studerande,"Student, Jakobsberg"
20220,studerande,studerande,"24, Student"
92313,studerande,studerande,"22, Student, Älvnäs"
96787,studerande,studerande,"24, Student, Flemingsberg"
162451,studerande,studerande,"30, Student, Fullersta"
17766,studerande,studerande,"21, Student, Huddinge C"
17772,studerande,studerande,"20, Student, Flemingsberg"
17777,studerande,studerande,"27, Student, Huddinge C"
17784,studerande,studerande,"20, Student, Snättringe"
17787,studerande,studerande,"23, Student, Visättra"
145726,studerande,studerande,"Student, Uttran"
278497,studerande,studerande,"24 år, student, Norsborg"
278498,studerande,studerande,"24 år, student, Tumba"
278508,studerande,studerande,"24 år, student, Tullinge"
162119,studerande,studerande,"25, Student, Brandbergen"
162120,studerande,studerande,"19, Student, Norrby"
107079,studerande,studerande,"32, Student, Handen"
107086,studerande,studerande,"20, Student, Vega"
127671,studerande,studerande,"18 år, student, Söderby"
182451,studerande,studerande,Student
22874,studerande,studerande,"38, Student, Brevikshalvön"
23398,studerande,studerande,"18, Student, Brevikshalvön"
23404,studerande,studerande,"18, Student, Brevikshalvön"
23410,studerande,studerande,"21, Student, Tyresö Strand"
260704,studerande,studerande,"Student, Kungsängen"
67213,studerande,studerande,"Student, 23"
164166,studerande,studerande,"20, Student"
15029,studerande,studerande,"Student, Ella Park, 19 år"
94761,studerande,studerande,"21, Student, Näsbypark"
186717,studerande,studerande,"Student, Djursholm"
17681,studerande,studerande,"22, Student"
17697,studerande,studerande,"22, Student"
17708,studerande,studerande,"22, Student"
139820,studerande,studerande,"Student, Tureberg, 24 år"
139833,studerande,studerande,"Student, Skälby, 21 år"
20643,studerande,studerande,"18, Student"
20659,studerande,studerande,"27, Student"
20680,studerande,studerande,"22, Student"
212909,studerande,studerande,"27 år, student, Östermalm"
212910,studerande,studerande,"19 år, student, Västertorp"
312922,studerande,studerande,"21, Student, Bromma"
313937,studerande,studerande,"18, Student, Stockholm"
313937,studerande,studerande,"18, Studen, Stockholm"
313951,studerande,studerande,"26, Student, Spånga"
103086,studerande,studerande,"26, student, Södermalm"
104345,studerande,studerande,"29, student, Skarpnäck"
20458,studerande,studerande,"23, Student"
20459,studerande,studerande,"21, Student"
20485,studerande,studerande,"20, Student"
194384,studerande,studerande,"Student, Geneta, 20"
194421,studerande,studerande,"Student, Geneta, 21"
194437,studerande,studerande,"Student, Hovsjö, 18"
118552,studerande,studerande,"student, Järna, 18 år"
155973,studerande,studerande,"23, Student"
20602,studerande,studerande,Student
120812,studerande,studerande,"20 år, Student, Fisksätra"
156834,studerande,studerande,"26, Student"
111583,studerande,studerande,"27 år, Student, Råsunda"
111596,studerande,studerande,"21 år, Student, Huvudsta"
211821,studerande,studerande,"24 år, student, Huvudsta"
97088,studerande,studerande,"18, Student, Gåshaga"
148262,studerande,studerande,"22, Student, Skärsätra"
147999,studerande,studerande,"37, Student, Käppala"
12805,studerande,studerande,"21, Student, Sticklinge"
13047,studerande,studerande,"21, Student, Bodal"
108390,studerande,studerande,"25, Student, Norrtälje"
317511,studerande,studerande,"46, Sigtuna"
317511,studerande,studerande,"46, Student, Sigtuna"
317516,studerande,studerande,"18, Sigtuna"
317516,studerande,studerande,"18, Student, Sigtuna"
317517,studerande,studerande,"18, Valsta"
317517,studerande,studerande,"20, Student, Valsta"
317555,studerande,studerande,"28, Märsta"
317555,studerande,studerande,"28, Student, Märsta"
25461,studerande,studerande,"49, Student"
113756,studerande,studerande,"28, Student, Nynäshamn"
53994,studerande,studerande,"student, Älvkarleby, 20 år"
138094,studerande,studerande,"21 år, student, Tierp"
165686,studerande,studerande,"33 år, student, Kvarngärdet"
159114,studerande,studerande,"19 år, student, Kungsängen"
53289,studerande,studerande,"student, 23 år"
382655,studerande,studerande,"Student, 18 år, Sunnersta"
385065,studerande,studerande,"Student, 31 år, Centrum"
132916,studerande,studerande,"25 år, Student, Uppsala"
136077,studerande,studerande,"18, student, Funbo"
136093,studerande,studerande,"25, student, Kvarngärdet"
136099,studerande,studerande,"48, student, Gränby"
81377,studerande,studerande,"31 år, Student"
133566,studerande,studerande,"33 år, Student, Enköping"
133936,studerande,studerande,"21 år, Student, Tillinge"
138054,studerande,studerande,"26, student, Ekolsund"
132930,studerande,studerande,"Student, Östhammar"
138326,studerande,studerande,"22, student, Öregrund"
166877,studerande,studerande,"21, student, Nyköping"
116154,studerande,studerande,"23, Student"
71406,studerande,studerande,"student, 31 år, Valdemarsvik"
251241,studerande,studerande,"Student, 30 år, Ryd"
251263,studerande,studerande,"Student, 23 år, T1"
420736,studerande,studerande,"22 år, Student"
12452,studerande,studerande,"22 år, Student"
58718,studerande,studerande,"19, Student,  Ryd"
58740,studerande,studerande,"23, Student, Skäggetorp"
189268,studerande,studerande,"student, 20 år"
247817,studerande,studerande,"Student, 31 år"
247469,studerande,studerande,"Student, 21 år"
248985,studerande,studerande,"student, Borenshult"
103167,studerande,studerande,"19, Student, Klockrike"
200609,studerande,studerande,"18, Student, Habo"
37162,studerande,studerande,"18 år,Student,Jönköping"
37164,studerande,studerande,"23 år,Student,Jönköping"
37372,studerande,studerande,"19 år,Student,Gränna"
37371,studerande,studerande,"18 år,Student,Huskvarna"
77891,studerande,studerande,"Student, Torpa"
223291,studerande,studerande,"Student, Jönköping"
83171,studerande,studerande,"21 år,Student,Värnamo"
374805,studerande,studerande,"31 år, Student, Vetlanda"
68879,studerande,studerande,"19 år, Student, Nävelsjö"
35766,studerande,studerande,"23 år,Student, Kolshester"
35803,studerande,studerande,"19 år,Student, Eksjö"
35804,studerande,studerande,"22 år,Student, Eksjö"
375062,studerande,studerande,"32 år, student, Tranås"
360265,studerande,studerande,Student
227568,studerande,studerande,"41, student, Grimslöv"
354607,studerande,studerande,"Student, Strömsnäsbruk"
231804,studerande,studerande,"student, 24, Campus"
231816,studerande,studerande,"student, 22, Campus"
231825,studerande,studerande,"student, 20, Teleborg"
231828,studerande,studerande,"student, 26, Araby"
231831,studerande,studerande,"student, 19, Campus"
231834,studerande,studerande,"student, 22, Campus"
231842,studerande,studerande,"student, 19, Öster"
215353,studerande,studerande,"Student, Campus"
215357,studerande,studerande,"Student, Campus"
215359,studerande,studerande,"Student, Campus"
335615,studerande,studerande,"Student, Väster"
46032,studerande,studerande,"19 år, Student, Väster"
46320,studerande,studerande,"21 år, Student, Teleborg"
361281,studerande,studerande,"18 år, Student, Alby"
328916,studerande,studerande,Student
60731,studerande,studerande,"student, Trekanten"
60738,studerande,studerande,"student, Berga"
368396,studerande,studerande,Student
329803,studerande,studerande,"student, Kråksmåla"
60999,studerande,studerande,"student, Nybro"
215990,studerande,studerande,"25, student, Trossö"
301717,studerande,studerande,"Student, Karlskrona"
39313,studerande,studerande,"20, Student"
31850,studerande,studerande,"26, student, Höllviken"
63263,studerande,studerande,"Student, Örkelljunga"
57231,studerande,studerande,"21 år, student, Lomma"
31858,studerande,studerande,"20, student, Bara"
60507,studerande,studerande,"18 år, student, Skivarp"
125388,studerande,studerande,Student
31700,studerande,studerande,"19 år, Student, Sjöbo"
45527,studerande,studerande,"Student, Höör, 23"
31965,studerande,studerande,"22 år, Student, Höör"
127611,studerande,studerande,"23 år, Student, Åstorp"
31812,studerande,studerande,"20 år, Student, Hyllie"
186253,studerande,studerande,"student, 26 år"
186279,studerande,studerande,"student, 24 år"
154033,studerande,studerande,Student
154036,studerande,studerande,Student
154038,studerande,studerande,Student
154062,studerande,studerande,Student
429759,studerande,studerande,Student
154065,studerande,studerande,Student
50419,studerande,studerande,"21, Student, Lund"
37076,studerande,studerande,"25, Student, Lund"
31799,studerande,studerande,"21 år, Student, Lund"
59441,studerande,studerande,"21 år, Student, Lund"
31829,studerande,studerande,"21 år, Student, Lund"
59443,studerande,studerande,"21 år, Student, Veberöd"
31860,studerande,studerande,"22 år, Student, Veberöd"
62680,studerande,studerande,"23 år, Student, Lund"
27781,studerande,studerande,"Student, Lund, 26 år"
38848,studerande,studerande,"Student, Lund, 28 år"
55245,studerande,studerande,"Student, Lund, 21 år"
55248,studerande,studerande,"Student, Lund, 23 år"
55252,studerande,studerande,"Student, Lund, 22 år"
55254,studerande,studerande,"Student, Lund, 20 år"
55260,studerande,studerande,"Student, Lund, 21 år"
55280,studerande,studerande,"Student, Lund, 24 år"
55286,studerande,studerande,"Student, Lund, 22 år"
94817,studerande,studerande,"24 år, student, Lund"
94859,studerande,studerande,"22 år, student, Lund"
94862,studerande,studerande,"26 år, student, Lund"
94864,studerande,studerande,"32 år, student, Lund"
54087,studerande,studerande,"26, student, Lund"
54111,studerande,studerande,"22, student, Lund"
127364,studerande,studerande,"22 år, student, Smålands"
127373,studerande,studerande,"26 år, student, Smålands"
110203,studerande,studerande,student
38891,studerande,studerande,"23, Student"
115802,studerande,studerande,"student, 19 år"
115817,studerande,studerande,"student, 22 år"
24418,studerande,studerande,Student
31691,studerande,studerande,"Student, Ystad"
31728,studerande,studerande,"Student, Snårestad"
64286,studerande,studerande,"Student, 21 år"
163016,studerande,studerande,"Student, Alstad, 21 år"
17255,studerande,studerande,"31 år, Student, Kristianstad"
56708,studerande,studerande,"20 år, student, Åhus"
56711,studerande,studerande,"19 år, student, företagre, Åhus"
19564,studerande,studerande,"29 år, Student, Tyringe"
221786,studerande,studerande,"19, Student, Halmstad"
119823,studerande,studerande,"22 år, Student"
119781,studerande,studerande,"23 år, Student"
119809,studerande,studerande,"20 år, Student"
240634,studerande,studerande,"23 år, Student, Fagered"
13244,studerande,studerande,"student, 45 år, Sibbarp"
39889,studerande,studerande,"18 år, Student, Kungsbacka"
39893,studerande,studerande,"18 år, Student, Onsala"
167822,studerande,studerande,"student, Mölnlycke"
242467,studerande,studerande,"23år, Student"
244337,studerande,studerande,"22 år, Student, Öjersjö"
189947,studerande,studerande,"18 år, student, Spekeröd"
189948,studerande,studerande,"18 år, student, Spekeröd"
189949,studerande,studerande,"18 år, student, Stenungsund"
254962,studerande,studerande,"Student, Högsäter"
253919,studerande,studerande,"21, Student, Nödinge"
137705,studerande,studerande,"student, Lerum"
255030,studerande,studerande,"22, Student"
255120,studerande,studerande,"Student,Hedgärde"
255120,studerande,studerande,"Studerande, Hedgärde"
33820,studerande,studerande,Student
33823,studerande,studerande,Student
65384,studerande,studerande,"21 år, Student, Grästorp"
325933,studerande,studerande,"28 år, Student"
298118,studerande,studerande,"Student, Ström"
255429,studerande,studerande,"Student, Fritsla"
112436,studerande,studerande,"Student, 19 år"
200520,studerande,studerande,"25, Student"
201250,studerande,studerande,"21, Student"
201254,studerande,studerande,"25, Student"
201259,studerande,studerande,"18, Student"
200515,studerande,studerande,"23, Student"
201273,studerande,studerande,"36, Student"
201291,studerande,studerande,"19, Student"
198308,studerande,studerande,"30, Student, Göteborg"
202807,studerande,studerande,"24, Student, Västra Frölunda"
255786,studerande,studerande,"21, Student"
139251,studerande,studerande,"Student, 49 år, Rambergsstaden"
277388,studerande,studerande,"19, student, Lindome"
254057,studerande,studerande,"19, Student, Mölndal"
61336,studerande,studerande,"32, Student, Mölndal"
198338,studerande,studerande,"student, Mölndal, 25 år"
49503,studerande,studerande,"student, Bohusgården"
11667,studerande,studerande,"20 år, student, Stavre"
234437,studerande,studerande,"38 år, Student"
313321,studerande,studerande,"19 år, Student"
174257,studerande,studerande,Student
256243,studerande,studerande,"19, Student, Sollebrunn"
232604,studerande,studerande,"34 år, Student, Hässleholmen"
253890,studerande,studerande,"23, Student, Borås"
76034,studerande,studerande,"33 år, student, Norrmalm"
256354,studerande,studerande,"19, Student, Tvärred"
41470,studerande,studerande,"22 år, student, Skara"
41477,studerande,studerande,"18 år, student, Istrum"
253980,studerande,studerande,"24, Student, Skara"
9837,studerande,studerande,"19 år, student"
27503,studerande,studerande,"18 år, Student, Östra Ämtervik"
115885,studerande,studerande,"20, Student, Gräsmark"
347066,studerande,studerande,"student, Kronoparken"
109304,studerande,studerande,"Student, Arvika"
109894,studerande,studerande,"Student, Arvika"
76410,studerande,studerande,"Student, 27 år"
124412,studerande,studerande,"27 år, student, Kopparberg"
224200,studerande,studerande,"27 år, Student"
57882,studerande,studerande,"20 år, student, City"
205554,studerande,studerande,"23 år, student, Brickebacken"
205568,studerande,studerande,"27 år, student, Oxhagen"
312569,studerande,studerande,"Student, Baronbacken"
250652,studerande,studerande,"26 år, student, väster"
118884,studerande,studerande,"19 år,Student"
118900,studerande,studerande,"18 år,Student"
28872,studerande,studerande,"18 år, student"
29079,studerande,studerande,"19 år, Student"
291857,studerande,studerande,"47, student, Hallstahammar"
291858,studerande,studerande,"31, student, Hallstahammar"
6181,studerande,studerande,"23 år, Student"
213844,studerande,studerande,"18 år, Student, Björksta"
6191,studerande,studerande,"27 år, Student"
30235,studerande,studerande,"23 år, Student"
28855,studerande,studerande,"19 år, Student"
28626,studerande,studerande,"23 år, Student"
291052,studerande,studerande,student
292357,studerande,studerande,"19 år, Student"
217293,studerande,studerande,"19 år, Student, Yttermalung"
190173,studerande,studerande,"Student, Bojsenburg"
36448,studerande,studerande,"22 år, student, Centrum"
232050,studerande,studerande,"18 år, student"
232052,studerande,studerande,"28 år, student"
33537,studerande,studerande,"24 år, Student, Jakobsgårdarna"
94334,studerande,studerande,"18 år, Student, Åselby"
124268,studerande,studerande,"22, student"
70967,studerande,studerande,"18 år, Student, Ockelbo"
79002,studerande,studerande,"Student, Gävle, 22 år"
14264,studerande,studerande,"student, 25 år, Gävle"
26716,studerande,studerande,"student, 24 år, Gävle"
22323,studerande,studerande,"Student, Sandarne"
22327,studerande,studerande,"Student, Söderhamn"
14261,studerande,studerande,"Student, 27, Trönödal"
340338,studerande,studerande,"Student, 28, Söderhamn"
27084,studerande,studerande,"37 år, student, Bollnäs"
27085,studerande,studerande,"34 år, student, Bollnäs"
323361,studerande,studerande,"19 år, student, Hudiksvall"
268935,studerande,studerande,"19 år, Student, Älandsbro"
50007,studerande,studerande,"24, Student, Sundsvall"
20912,studerande,studerande,"30, Student, Sundsvall"
208881,studerande,studerande,"student, Mörsil"
175340,studerande,studerande,"18, Student"
385920,studerande,studerande,"18, Student"
385921,studerande,studerande,"20, Student"
385926,studerande,studerande,"19, Student"
253320,studerande,studerande,"18 år, Student, Ocke"
300769,studerande,studerande,"30 år, Student, Mariehem"
300778,studerande,studerande,"30 år, Student, Nydalahöjd"
300807,studerande,studerande,"28 år, Student, Öbacka"
300813,studerande,studerande,"21 år, Student, Carlshem"
302435,studerande,studerande,"18 år, Student, Teg"
302451,studerande,studerande,"27 år, Student, Nydalahöjd"
302477,studerande,studerande,"24 år, Student, Nydalahöjd"
363016,studerande,studerande,"26 år, Student"
363024,studerande,studerande,"23 år, Student"
196001,studerande,studerande,"26 år, Student, Lycksele"
47379,studerande,studerande,"29 år, Student, Centrum"
343198,studerande,studerande,"35 år, Student, Mjölkudden"
343199,studerande,studerande,"19 år, Student, Luleå"
343200,studerande,studerande,"18 år, Student, Niemisel"
426874,studerande,studerande,"student, Porsön"
426863,studerande,studerande,"student, Luleå"
197809,studerande,studerande,"Student, Luleå"
197812,studerande,studerande,"Student, Luleå"
197818,studerande,studerande,"Student, Porsön"
241527,studerande,studerande,"student, Porsön"
241539,studerande,studerande,"student, Centrala stan"
168389,studerande,studerande,"student, 32"
180061,studerande,studerande,"29, Barkarby, Student"
90268,studerande,studerande,"23, Tumba, Student"
90274,studerande,studerande,"20, Tumba, Student"
90277,studerande,studerande,"23, Tumba, Student"
179911,studerande,studerande,"Tullinge, 27 år, student"
4371,studerande,studerande,"19, Bromma, student"
4470,studerande,studerande,"26, Bredäng, student"
4306,studerande,studerande,"21, Södermalm, student"
103081,studerande,studerande,"20, politisk sekreterare, student, Kista"
236569,studerande,studerande,"Östermalm, student"
236574,studerande,studerande,"Södermalm, student"
100782,studerande,studerande,"23 år, Hallonbergen, Student"
71213,studerande,studerande,"19 år, Rissne, Student"
193592,studerande,studerande,"18 år, Storskogen, Student"
193612,studerande,studerande,"18 år, Storskogen, Student"
372659,studerande,studerande,"lärare, student, 30 år, Jönköping"
225967,studerande,studerande,"Vollsjö, Student, 19 år"
62963,studerande,studerande,"20 år, företagare, student, Perstorp"
49524,studerande,studerande,"18, Häljarp, Student"
306683,studerande,studerande,"22 år, Hisingen, student"
304596,studerande,studerande,"19 år, Västra Frölunda, student"
306698,studerande,studerande,"21 år, Kviberg, student"
152587,studerande,studerande,"19 år, Lundby, student"
51034,studerande,studerande,"21 år, Kronoparken, Student"
52480,studerande,studerande,"21 år, Kronoparken, Student"
53035,studerande,studerande,"25 år, Kronoparken, Student"
109860,studerande,studerande,"Filipstad, student, 25 år"
134079,studerande,studerande,"Insjön, 19 år, Student"
202005,byggarbetare,arbetare,"62, Byggnadsarbetare, Centrala Väsby"
92301,byggarbetare,arbetare,"45, Byggnadsarbetare, Munsö"
92303,byggarbetare,arbetare,"51, Byggnadsarbetare, Skå"
217746,byggarbetare,arbetare,Byggnadsarbetare
147193,byggarbetare,arbetare,"63, Byggnadsarbetare, Tungelsta"
147197,byggarbetare,arbetare,"62, Byggnadsarbetare, Vendelsö"
263991,byggarbetare,arbetare,"53, Byggnadsarbetare"
81724,byggarbetare,arbetare,"75 år, Byggnadsarbetare, Bålsta"
81370,byggarbetare,arbetare,"59 år, Byggnadsarbetare, Östervåla"
85823,byggarbetare,arbetare,"25 år, Byggnadsarbetare, Östervåla"
85829,byggarbetare,arbetare,"45 år, Byggnadsarbetare, Morgongåva"
85842,byggarbetare,arbetare,"51 år, Byggnadsarbetare, Östervåla"
93474,byggarbetare,arbetare,"63 år, Byggnadsarbetare, Karlholm"
110949,byggarbetare,arbetare,"39 år, Byggnadsarbetare, Luthagen"
110277,byggarbetare,arbetare,"70 år, Byggnadsarbetare"
146220,byggarbetare,arbetare,"46, Byggnadsarbetare"
79790,byggarbetare,arbetare,"54, byggnadsarbetare"
189017,byggarbetare,arbetare,"byggnadsarbetare, 30 år"
140682,byggarbetare,arbetare,byggnadsarbetare
149643,byggarbetare,arbetare,"Byggnadsarbetare, Hagshult"
37173,byggarbetare,arbetare,"31 år,Byggnadsarbetare,Jönköping"
126219,byggarbetare,arbetare,"54, Byggnadsarbetare, Bodafors"
126228,byggarbetare,arbetare,"60, Byggnadsarbetare, Sandsjöfors"
83264,byggarbetare,arbetare,"64 år,Byggnadsarbetare,Dannäs"
231793,byggarbetare,arbetare,"byggnadsarbetare, 31, Hov"
231815,byggarbetare,arbetare,"byggnadsarbetare, 26, Öster"
176168,byggarbetare,arbetare,"Byggnadsarbetare, 58 år"
230707,byggarbetare,arbetare,"Byggnadsarbetare, Färjestaden, 48 år"
313802,byggarbetare,arbetare,"59 år, byggnadsarbetare, Tvärskog"
32861,byggarbetare,arbetare,"byggnadsarbetare, 71 år"
32873,byggarbetare,arbetare,"byggnadsarbetare, 68 år"
296879,byggarbetare,arbetare,"67 år, Byggnadsarbetare, Asarum"
268438,byggarbetare,arbetare,"34, byggnadsarbetare, Norje"
112254,byggarbetare,arbetare,"61 år, byggnadsarbetare"
124693,byggarbetare,arbetare,byggnadsarbetare
34303,byggarbetare,arbetare,"52 år, Byggnadsarbetare"
34319,byggarbetare,arbetare,"69 år, Byggnadsarbetare"
85112,byggarbetare,arbetare,"byggnadsarbetare, 34 år"
54050,byggarbetare,arbetare,Byggnadsarbetare
54078,byggarbetare,arbetare,Byggnadsarbetare
53802,byggarbetare,arbetare,Byggnadsarbetare
50559,byggarbetare,arbetare,"Byggnadsarbetare, 48 år"
50576,byggarbetare,arbetare,"Byggnadsarbetare, 53 år"
24303,byggarbetare,arbetare,"Byggnadsarbetare, 72 år, Förslöv"
66805,byggarbetare,arbetare,"Byggnadsarbetare, 57"
39819,byggarbetare,arbetare,"67 år, Byggnadsarbetare, Torup"
183152,byggarbetare,arbetare,byggnadsarbetare
189936,byggarbetare,arbetare,"45 år, byggnadsarbetare, Ödsmål"
248815,byggarbetare,arbetare,"Byggnadsarbetare, Hunnebostrand"
43382,byggarbetare,arbetare,"Byggnadsarbetare, 72 år, Hamburgsund"
137710,byggarbetare,arbetare,"byggnadsarbetare, Floda"
49284,byggarbetare,arbetare,"35 år, byggnadsarbetare, Hultafors"
49311,byggarbetare,arbetare,"53 år, byggnadsarbetare, Töllsjö"
64323,byggarbetare,arbetare,"43 år, Byggnadsarbetare, Lilla Edet"
49463,byggarbetare,arbetare,"byggnadsarbetare, Tureborg"
49495,byggarbetare,arbetare,"byggnadsarbetare, Tureborg"
68521,byggarbetare,arbetare,"46 år, Byggnadsarbetare, Karlsruhe"
237413,byggarbetare,arbetare,Byggnadsarbetare
101175,byggarbetare,arbetare,"byggnadsarbetare, Centrum, 30 år"
11649,byggarbetare,arbetare,"41 år, byggnadsarbetare, Åsaka"
174294,byggarbetare,arbetare,Byggnadsarbetare
49996,byggarbetare,arbetare,"41 år, Byggnadsarbetare"
43319,byggarbetare,arbetare,"75 år, byggnadsarbetare"
125598,byggarbetare,arbetare,"57, Byggnadsarbetare, Deje"
125598,byggarbetare,arbetare,"57 år, Byggnadsarbetare, Deje"
27423,byggarbetare,arbetare,"Byggnadsarbetare, Rössbyn"
27428,byggarbetare,arbetare,"Byggnadsarbetare, Töcksfors"
115881,byggarbetare,arbetare,"46, Byggnadsarbetare, Gräsmark"
37657,byggarbetare,arbetare,"Byggnadsarbetare,59år,Hallsberg"
118896,byggarbetare,arbetare,"69 år,Byggnadsarbetare"
65854,byggarbetare,arbetare,"Byggnadsarbetare, Lindesberg, 53"
373885,byggarbetare,arbetare,"59, byggnadsarbetare"
125935,byggarbetare,arbetare,"31 år, Byggnadsarbetare, Smedjebacken"
29159,byggarbetare,arbetare,"40 år, Byggnadsarbetare, Ilsbo"
488453,byggarbetare,arbetare,"61, byggnadsarbetare, Söderhamn"
160991,byggarbetare,arbetare,"54 år, Byggnadsarbetare, Kramfors"
199345,byggarbetare,arbetare,"59 år, Byggnadsarbetare, Övre Åkulla"
157351,byggarbetare,arbetare,"Byggnadsarbetare,Norsjö"
123155,byggarbetare,arbetare,"byggnadsarbetare, Skelleftehamn, 44"
239975,byggarbetare,arbetare,"byggnadsarbetare,Kalix"
94074,byggarbetare,arbetare,byggnadsarbetare
344024,byggarbetare,arbetare,byggnadsarbetare
225971,byggarbetare,arbetare,"Sjöbo, Byggnadsarbetare, 20 år"
225972,byggarbetare,arbetare,"Sjöbo, Byggnadsarbetare, 49 år"
27893,byggarbetare,arbetare,"Hyllstofta, byggnadsarbetare"
101497,mentalskötare,mentalskötare,"64, Mentalskötare, Odenslunda"
156626,mentalskötare,mentalskötare,"70, Mentalskötare, Smedby"
154766,mentalskötare,mentalskötare,Mentalskötare
164094,mentalskötare,mentalskötare,"53, Mentalskötare, Terapeut, Kommunstyrelseordförande, Tibble"
155965,mentalskötare,mentalskötare,"45, Mentalskötare"
317553,mentalskötare,mentalskötare,"64, Märsta"
317553,mentalskötare,mentalskötare,"64, Mentalskötare, Märsta"
138506,mentalskötare,mentalskötare,"49, mentalskötare, Apalle"
198292,mentalskötare,mentalskötare,"Mentalskötare,Katrineholm"
368283,mentalskötare,mentalskötare,"59, mentalskötare, Olsfors"
47291,mentalskötare,mentalskötare,"Mentalskötare, 72 år, Röfors"
26931,mentalskötare,mentalskötare,"57 år, mentalskötare"
340221,mentalskötare,mentalskötare,"Mentalskötare, 59"
26055,mentalskötare,mentalskötare,"59, Mentalskötare, Överhörnäs"
24184,mentalskötare,mentalskötare,"mentalskötare, Petikträsk"
